START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
2,14.16,14.16,5,24.92,,3,14.49,14.49,4,14.66,14.66,1,14.06,14.06,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2
2,10.57,24.73,,,,3,10.54,25.03,4,10.54,25.20,1,10.56,24.62,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2
2,10.13,34.86,3,,,4,10.10,35.13,5,10.08,35.28,1,10.11,34.73,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2
2,9.50,44.36,3,9.36,,4,9.40,44.53,5,9.40,44.68,1,9.21,43.94,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2
3,9.41,53.77,2,9.19,,4,9.43,53.96,5,9.43,54.11,1,9.45,53.39,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2
3,9.29,1:03.06,2,9.18,,4,9.25,1:03.21,5,9.11,1:03.22,1,9.26,1:02.65,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2
3,9.08,1:12.14,2,9.10,,5,9.51,1:12.72,4,9.04,1:12.26,1,9.12,1:11.77,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2
4,9.14,1:21.28,2,9.03,,5,9.06,1:21.78,3,8.87,1:21.13,1,9.01,1:20.78,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2
4,9.04,1:30.32,2,9.17,,5,8.81,1:30.59,3,8.98,1:30.11,1,9.11,1:29.89,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2
4,9.69,1:40.01,2,9.01,,3,9.07,1:39.66,5,10.07,1:40.18,1,9.03,1:38.92,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2
5,9.55,1:49.56,2,9.22,,3,9.06,1:48.72,4,8.90,1:49.08,1,9.26,1:48.18,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2
5,9.22,1:58.78,2,9.33,,3,9.00,1:57.72,4,8.85,1:57.93,1,9.30,1:57.48,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2
