START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
1,13.63,13.63,3,13.84,13.84,5,14.08,14.08,2,13.71,13.71,4,13.97,13.97,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Heats,7
1,10.95,24.58,3,10.93,24.77,5,10.95,25.03,2,10.95,24.66,4,10.94,24.91,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Heats,7
1,10.29,34.87,2,10.15,34.92,5,10.24,35.27,3,10.27,34.93,4,10.20,35.11,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Heats,7
2,9.47,44.34,1,9.30,44.22,5,9.54,44.81,3,9.50,44.43,4,9.42,44.53,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Heats,7
2,9.44,53.78,1,9.44,53.66,5,9.55,54.36,3,9.46,53.89,4,9.47,54.00,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Heats,7
2,9.69,1:03.47,1,9.74,1:03.40,5,9.81,1:04.17,3,9.67,1:03.56,4,9.68,1:03.68,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Heats,7
3,10.12,1:13.59,2,10.02,1:13.42,5,10.26,1:14.43,1,9.71,1:13.27,4,10.06,1:13.74,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Heats,7
3,10.21,1:23.80,2,10.08,1:23.50,5,10.93,1:25.36,1,10.00,1:23.27,4,10.42,1:24.16,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Heats,7
3,10.27,1:34.07,2,10.41,1:33.91,5,11.16,1:36.523,1,10.47,1:33.74,4,10.49,1:34.650,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Heats,7
