START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
4,8.52,8.52,1,8.38,8.38,7,8.68,8.68,5,8.57,8.57,3,8.52,8.52,2,8.45,8.45,6,8.67,8.67,8,8.80,8.80,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
4,10.30,18.82,5,10.52,18.90,8,10.52,19.20,7,10.51,19.08,3,10.29,18.81,6,10.50,18.95,2,10.08,18.75,1,9.95,18.75,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
5,10.47,29.29,6,10.46,29.36,8,10.37,29.57,7,10.38,29.46,4,10.39,29.20,2,10.08,29.03,1,10.26,29.01,3,10.35,29.10,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
5,9.19,38.48,6,9.21,38.57,8,9.16,38.73,7,9.20,38.66,4,9.18,38.38,2,9.22,38.25,1,9.15,38.16,3,9.21,38.31,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
5,10.03,48.51,7,10.04,48.61,8,9.93,48.66,6,9.93,48.59,4,10.02,48.40,1,9.87,48.12,2,10.03,48.19,3,10.00,48.31,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
6,9.74,58.25,4,9.53,58.14,7,9.59,58.25,8,9.73,58.32,5,9.76,58.16,1,9.86,57.98,3,9.92,58.11,2,9.74,58.05,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
6,9.84,1:08.09,1,9.39,1:07.53,7,9.93,1:08.18,8,10.03,1:08.35,5,9.80,1:07.96,3,9.77,1:07.75,4,9.73,1:07.84,2,9.59,1:07.64,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
7,9.86,1:17.95,1,9.86,1:17.39,6,9.68,1:17.86,8,9.64,1:17.99,5,9.82,1:17.78,4,10.02,1:17.77,3,9.81,1:17.65,2,9.91,1:17.55,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
7,9.57,1:27.52,1,9.65,1:27.04,5,9.51,1:27.37,8,9.53,1:27.52,3,9.31,1:27.09,6,9.63,1:27.40,4,9.60,1:27.25,2,9.53,1:27.08,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
7,9.16,1:36.68,1,9.06,1:36.10,3,8.88,1:36.25,6,9.07,1:36.59,8,21.08,1:48.17,5,9.11,1:36.51,4,9.15,1:36.40,2,9.12,1:36.20,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
6,9.42,1:46.10,1,9.55,1:45.65,2,9.51,1:45.76,7,9.53,1:46.12,8,27.75,2:15.92,5,9.56,1:46.07,4,9.54,1:45.94,3,9.56,1:45.76,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
5,9.27,1:55.37,1,9.36,1:55.01,2,9.34,1:55.10,4,9.16,1:55.28,8,16.86,2:32.78,7,10.08,1:56.15,6,9.69,1:55.63,3,9.43,1:55.19,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
5,9.82,2:05.19,3,9.98,2:04.99,1,9.57,2:04.67,4,9.73,2:05.01,8,14.75,2:47.53,7,10.72,2:06.87,6,9.93,2:05.56,2,9.74,2:04.93,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
0,,PEN,4,11.01,2:15.992,1,9.46,2:14.124,0,,PEN,6,13.10,3:00.621,5,12.82,2:19.688,3,9.75,2:15.302,2,9.49,2:14.415,2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,m,Semifinals,2
