START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
2,11.25,11.25,1,11.15,11.15,7,11.71,11.71,3,11.40,,4,11.50,11.50,6,11.67,11.67,5,11.53,11.53,8,11.93,11.93,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
1,14.92,26.17,3,15.15,26.30,7,15.33,27.04,5,15.25,,6,15.35,26.85,4,14.80,26.47,2,14.75,26.28,8,15.27,27.20,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
1,13.31,39.48,3,13.41,39.71,8,13.35,40.39,5,13.30,,6,13.25,40.10,4,13.35,39.82,2,13.31,39.59,7,13.03,40.23,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
3,12.74,52.22,2,12.34,52.05,8,12.49,52.88,4,12.34,,6,12.45,52.55,5,12.50,52.32,1,12.44,52.03,7,12.50,52.73,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
4,10.71,1:02.93,3,10.84,1:02.89,8,10.55,1:03.43,1,10.40,,6,10.62,1:03.17,5,10.75,1:03.07,2,10.75,1:02.78,7,10.55,1:03.28,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
1,10.54,1:13.47,4,10.75,1:13.64,8,10.50,1:13.93,3,10.85,,6,10.56,1:13.73,7,10.73,1:13.80,2,10.75,1:13.53,4,10.36,1:13.64,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
2,9.75,1:23.22,4,9.79,1:23.43,7,9.78,1:23.71,5,9.99,,6,9.81,1:23.54,8,10.05,1:23.85,1,9.58,1:23.11,3,9.70,1:23.34,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
2,9.74,1:32.96,4,9.75,1:33.18,7,9.83,1:33.54,6,9.89,,5,9.77,1:33.31,8,9.79,1:33.64,1,9.75,1:32.86,3,9.73,1:33.07,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
2,9.48,1:42.44,4,9.56,1:42.74,7,9.56,1:43.10,6,9.55,,5,9.55,1:42.86,8,9.65,1:43.29,1,9.47,1:42.33,3,9.56,1:42.63,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
2,9.15,1:51.59,5,9.12,1:51.86,7,9.11,1:52.21,6,9.11,,4,8.98,1:51.84,8,9.63,1:52.92,1,9.18,1:51.51,3,9.11,1:51.74,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
2,8.98,2:00.57,5,8.98,2:00.84,7,8.93,2:01.14,6,8.90,,3,8.83,2:00.67,8,10.07,2:02.99,1,9.05,2:00.56,3,8.93,2:00.67,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
2,9.15,2:09.72,5,9.19,2:10.03,6,9.10,2:10.24,8,31.77,,1,9.03,2:09.70,7,10.46,2:13.45,4,9.42,2:09.98,3,9.29,2:09.96,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
2,9.19,2:18.91,3,8.94,2:18.97,6,9.35,2:19.59,8,14.06,2:46.81,1,8.93,2:18.63,7,11.21,2:24.66,5,9.31,2:19.29,4,9.10,2:19.06,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
4,9.53,2:28.44,3,9.18,2:28.15,6,10.10,2:29.69,,,,1,9.10,2:27.73,7,11.76,2:36.42,5,9.27,2:28.56,2,8.97,2:28.03,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,5
