START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
1,9.54,16.85,2,9.51,16.86,3,9.37,16.89,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",500m(2),w,FinalB,1
2,9.17,26.02,1,9.10,25.97,3,9.23,26.13,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",500m(2),w,FinalB,1
2,9.28,35.30,1,9.24,35.21,3,9.24,35.37,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",500m(2),w,FinalB,1
2,9.45,44.747,1,9.45,44.660,3,9.60,44.962,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",500m(2),w,FinalB,1
