START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
4,9.90,,7,10.04,10.04,1,9.56,9.56,2,9.73,9.73,6,10.00,10.00,5,9.92,,3,9.85,,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
4,14.35,,6,14.50,24.54,1,14.20,23.76,3,14.34,24.07,7,14.68,24.68,5,14.44,,2,14.05,,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
3,13.36,,6,13.49,38.03,1,13.60,37.36,4,13.57,37.64,7,13.49,38.17,5,13.48,,2,13.58,,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
2,13.02,,6,13.08,51.11,1,13.19,50.55,4,13.16,50.80,7,13.08,51.25,5,13.11,,3,13.16,,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
3,11.53,,6,11.46,1:02.57,1,11.44,1:01.99,4,11.48,1:02.28,7,11.43,1:02.68,5,11.46,,2,11.43,,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
3,10.90,,6,10.87,1:13.44,1,10.86,1:12.85,4,10.93,1:13.21,7,10.86,1:13.54,5,10.91,,2,10.87,,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
5,10.26,,6,10.09,1:23.53,1,10.27,1:23.12,2,9.95,1:23.16,7,10.17,1:23.71,4,9.95,,3,10.29,,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
5,9.42,,6,9.33,1:32.86,2,9.41,1:32.53,1,9.27,1:32.43,7,9.39,1:33.10,3,9.32,,4,9.42,,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
6,23.78,,4,9.41,1:42.27,2,9.48,1:42.01,1,9.45,1:41.88,5,9.58,1:42.68,3,9.50,,7,39.96,,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
6,12.88,,4,9.33,1:51.60,3,9.41,1:51.42,1,9.49,1:51.37,5,9.75,1:52.43,2,9.32,,7,19.66,,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
6,13.10,,2,9.54,2:01.14,4,10.05,2:01.47,1,9.49,2:00.86,5,10.12,2:02.55,3,9.87,,7,15.41,,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
6,11.59,,2,9.60,2:10.74,4,9.99,2:11.46,1,9.66,2:10.52,5,10.52,2:13.07,3,9.75,,7,16.45,,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
6,12.23,,2,9.67,2:20.41,4,10.42,2:21.88,1,9.75,2:20.27,5,10.71,2:23.78,3,9.81,,7,12.20,3:16.33,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
6,21.43,,2,9.94,2:30.35,3,11.04,2:32.923,1,9.80,2:30.07,4,11.00,2:34.782,3,10.27,,,,,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Heats,2
