START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
2,12.47,12.47,3,12.74,12.74,1,12.28,12.28,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.33,21.80,3,9.21,21.95,1,9.38,21.66,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.32,31.12,3,9.30,31.25,1,9.35,31.01,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.39,40.51,3,9.42,40.67,1,9.43,40.44,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.66,50.17,3,9.61,50.28,1,9.50,49.94,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.33,59.50,3,9.38,59.66,1,9.40,59.34,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.24,1:08.74,3,9.23,1:08.89,1,9.33,1:08.67,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.35,1:18.09,3,9.40,1:18.29,1,9.31,1:17.98,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.53,1:27.62,3,9.51,1:27.80,1,9.56,1:27.54,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.64,1:37.26,3,9.60,1:37.40,1,9.66,1:37.20,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.68,1:46.94,3,9.66,1:47.06,1,9.65,1:46.85,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.48,1:56.42,3,9.51,1:56.57,1,9.45,1:56.30,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.36,2:05.78,3,9.31,2:05.88,1,9.40,2:05.70,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.38,2:15.16,3,9.48,2:15.36,1,9.35,2:15.05,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.48,2:24.64,3,9.45,2:24.81,1,9.51,2:24.56,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.73,2:34.37,3,19.30,2:44.11,1,9.57,2:34.13,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
1,9.22,2:43.59,3,9.44,2:53.55,2,9.63,2:43.76,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
1,9.76,2:53.35,3,9.43,3:02.98,2,9.67,2:53.43,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
1,9.46,3:02.81,,,,2,9.43,3:02.86,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
2,9.41,3:12.22,1,,3:12.18,3,9.73,3:12.59,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
1,9.46,3:21.68,2,9.87,3:22.05,3,9.78,3:22.37,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
1,9.53,3:31.21,2,9.73,3:31.78,3,9.75,3:32.12,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
1,9.58,3:40.79,2,9.47,3:41.25,3,9.49,3:41.61,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
1,9.66,3:50.45,3,10.16,3:51.41,2,9.73,3:51.34,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
1,9.58,4:00.03,3,9.73,4:01.14,2,9.74,4:01.08,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
1,9.47,4:09.50,3,9.51,4:10.65,2,9.46,4:10.54,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
1,9.58,4:19.079,3,9.37,4:20.015,2,9.40,4:19.941,2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",3000mRelay,w,Heats,2
