START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
1,9.11,9.11,3,9.56,9.56,2,9.32,9.32,5,9.70,9.70,7,9.92,9.92,4,9.63,,6,9.77,9.77,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
4,11.58,20.69,3,11.10,20.66,5,11.49,20.81,6,11.26,20.96,7,11.18,21.10,1,10.93,,2,10.84,20.61,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
4,11.00,31.69,2,10.89,31.55,5,11.07,31.88,6,11.05,32.01,7,11.11,32.21,1,10.92,,3,10.97,31.58,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
4,11.29,42.98,2,11.16,42.71,5,11.19,43.07,6,11.17,43.18,7,11.13,43.34,1,11.21,,3,11.29,42.87,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
4,10.68,53.66,1,10.67,53.38,5,10.72,53.79,6,10.72,53.90,7,10.69,54.03,2,10.81,,3,10.72,53.59,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
4,10.59,1:04.25,3,10.75,1:04.13,5,10.54,1:04.33,6,10.54,1:04.44,7,10.52,1:04.55,1,10.51,,2,10.51,1:04.10,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
4,10.43,1:14.68,3,10.46,1:14.59,6,10.44,1:14.77,5,10.31,1:14.75,7,10.37,1:14.92,2,10.45,,1,10.26,1:14.36,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
5,10.10,1:24.78,3,9.91,1:24.50,4,9.90,1:24.67,7,10.31,1:25.06,6,9.95,1:24.87,1,9.94,,2,10.13,1:24.49,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
6,9.57,1:34.35,1,9.39,1:33.89,5,9.55,1:34.22,7,9.39,1:34.45,4,9.30,1:34.17,2,9.67,,3,9.66,1:34.15,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
6,9.23,1:43.58,2,9.26,1:43.15,5,9.23,1:43.45,7,9.25,1:43.70,3,9.11,1:43.28,1,9.07,,4,9.24,1:43.39,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
5,8.98,1:52.56,7,9.58,1:52.73,4,9.05,1:52.50,6,9.02,1:52.72,2,9.05,1:52.33,1,9.09,,3,8.97,1:52.36,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
4,8.74,2:01.30,7,9.07,2:01.80,3,8.73,2:01.23,6,8.79,2:01.51,5,9.11,2:01.44,1,8.80,,2,8.68,2:01.04,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
1,8.58,2:09.88,7,9.14,2:10.94,3,8.79,2:10.02,5,8.88,2:10.39,6,9.33,2:10.77,2,8.95,,4,9.20,2:10.24,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
1,8.92,2:18.780,5,9.62,2:20.537,2,9.40,2:19.405,4,9.34,2:19.699,6,10.83,2:21.569,2,9.05,,3,9.31,2:19.520,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,m,Semifinals,2
