START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
3,10.17,10.17,5,10.42,10.42,2,10.12,10.12,4,10.26,10.26,1,9.92,9.92,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
4,13.80,23.97,5,13.55,23.97,2,13.76,23.88,1,13.57,23.83,3,13.97,23.89,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
1,13.32,37.29,5,13.56,37.53,3,13.53,37.41,2,13.51,37.34,4,13.62,37.51,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
1,13.26,50.55,4,13.14,50.67,3,13.25,50.66,2,13.26,50.60,5,13.27,50.78,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
2,12.83,1:03.38,1,12.54,1:03.21,4,12.86,1:03.52,3,12.92,1:03.52,5,12.84,1:03.62,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
2,12.13,1:15.51,3,12.35,1:15.56,4,12.12,1:15.64,1,11.88,1:15.40,5,12.10,1:15.72,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
3,12.06,1:27.57,5,12.34,1:27.90,4,12.05,1:27.69,2,12.04,1:27.44,1,11.52,1:27.24,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
3,11.93,1:39.50,5,11.68,1:39.58,4,11.81,1:39.50,2,11.95,1:39.39,1,12.04,1:39.28,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
2,11.60,1:51.10,5,11.79,1:51.37,1,11.50,1:51.00,4,11.95,1:51.34,3,11.98,1:51.26,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
2,11.13,2:02.23,5,11.17,2:02.54,1,11.12,2:02.12,3,10.95,2:02.29,4,11.06,2:02.32,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
2,11.06,2:13.29,5,11.22,2:13.76,1,11.04,2:13.16,3,11.18,2:13.47,4,11.26,2:13.58,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
1,10.26,2:23.55,5,11.10,2:24.86,2,10.70,2:23.86,3,10.70,2:24.17,4,10.81,2:24.39,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
1,9.91,2:33.46,5,11.60,2:36.46,2,10.49,2:34.35,3,10.78,2:34.95,4,10.82,2:35.21,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
1,10.41,2:43.863,5,11.81,2:48.266,2,10.83,2:45.180,4,11.18,2:46.124,3,10.84,2:46.048,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Heats,3
