START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
3,9.81,9.81,1,9.50,9.50,2,9.66,9.66,7,10.14,10.14,4,9.86,,6,10.06,10.06,5,9.93,9.93,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
5,12.83,22.64,3,12.89,22.39,4,12.89,22.55,6,12.63,22.77,2,12.41,,7,12.72,22.78,1,12.02,21.95,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
6,11.30,33.94,3,11.34,33.73,3,11.18,33.73,5,11.04,33.81,2,11.40,,7,11.26,34.04,1,11.63,33.58,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
2,11.27,45.21,5,11.78,45.51,4,11.67,45.40,6,11.85,45.66,1,11.52,,7,11.76,45.80,3,11.68,45.26,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
1,10.78,55.99,6,10.82,56.33,2,10.61,56.01,5,10.55,56.21,3,10.84,,7,10.57,56.37,4,10.80,56.06,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
3,10.79,1:06.78,6,10.70,1:07.03,1,10.58,1:06.59,5,10.71,1:06.92,3,10.75,,7,10.76,1:07.13,2,10.65,1:06.71,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
1,10.33,1:17.11,6,10.62,1:17.65,2,10.65,1:17.24,4,10.59,1:17.51,3,10.58,,7,10.68,1:17.81,5,10.82,1:17.53,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
1,10.13,1:27.24,5,9.87,1:27.52,2,10.05,1:27.29,4,9.90,1:27.41,3,10.00,,7,9.82,1:27.63,6,10.06,1:27.59,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
1,10.39,1:37.63,5,10.37,1:37.89,2,10.42,1:37.71,4,10.47,1:37.88,3,10.42,,6,10.46,1:38.09,7,10.56,1:38.15,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
4,10.37,1:48.00,5,10.17,1:48.06,1,10.10,1:47.81,3,10.07,1:47.95,2,10.06,,6,10.17,1:48.26,7,10.24,1:48.39,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
5,10.02,1:58.02,4,9.81,1:57.87,1,9.77,1:57.58,3,9.74,1:57.69,2,9.83,,6,9.79,1:58.05,7,9.75,1:58.14,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
5,9.46,2:07.48,4,9.46,2:07.33,2,9.54,2:07.12,1,9.20,2:06.89,3,9.57,,6,9.91,2:07.96,7,9.89,2:08.03,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
5,9.46,2:16.94,4,9.54,2:16.87,2,9.36,2:16.48,1,9.15,2:16.04,3,9.36,,7,10.15,2:18.11,6,9.64,2:17.67,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
4,9.52,2:26.46,3,9.31,2:26.18,2,9.44,2:25.92,1,9.67,2:25.71,7,39.61,,6,10.85,2:28.933,5,9.91,2:27.554,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Rep.Heats,4
