START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,season,competition,event,gender,round,race
2,14.29,14.29,1,14.24,14.24,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,FinalB,1
2,10.87,25.17,1,10.90,25.14,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,FinalB,1
2,10.53,35.71,1,10.49,35.63,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,FinalB,1
2,10.05,45.76,1,10.10,45.74,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,FinalB,1
2,9.65,55.41,1,9.50,55.24,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,FinalB,1
2,9.52,1:04.94,1,9.68,1:04.93,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,FinalB,1
2,9.89,1:14.83,1,9.84,1:14.77,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,FinalB,1
2,10.00,1:24.83,1,9.97,1:24.75,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,FinalB,1
1,9.84,1:34.669,2,10.11,1:34.853,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,FinalB,1
