START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
4,9.19,,3,9.03,9.03,1,8.93,8.93,2,9.00,9.00,8,9.54,9.54,5,9.28,9.28,7,9.37,9.37,6,9.30,9.30,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
5,11.81,,4,11.78,20.81,3,11.74,20.67,2,11.49,20.49,8,11.90,21.44,6,11.88,21.16,7,11.89,21.26,1,11.04,20.34,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
5,10.89,,4,10.97,31.78,3,11.01,31.68,2,11.10,31.59,7,10.76,32.20,8,21.79,42.95,6,10.76,32.02,1,11.13,31.47,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
6,11.26,,4,11.23,43.01,3,11.19,42.87,2,11.17,42.76,7,11.16,43.36,,,,5,11.09,43.11,1,11.15,42.62,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
7,11.02,,5,10.73,53.74,4,10.86,53.73,3,10.86,53.62,8,10.89,54.25,1,,53.43,6,10.89,54.00,2,10.86,53.48,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
7,9.72,,1,9.55,1:03.29,2,9.63,1:03.36,5,10.11,1:03.73,4,9.45,1:03.70,3,10.11,1:03.54,8,9.92,1:03.92,6,10.28,1:03.76,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
5,9.08,,3,9.49,1:12.78,1,9.36,1:12.72,8,9.56,1:13.29,1,9.02,1:12.72,4,9.33,1:12.87,7,9.34,1:13.26,6,9.34,1:13.10,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
4,9.30,,5,9.51,1:22.29,2,9.39,1:22.11,8,9.50,1:22.79,1,9.29,1:22.01,3,9.35,1:22.22,7,9.33,1:22.59,6,9.35,1:22.45,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
4,9.62,,6,9.76,1:32.05,2,9.59,1:31.70,8,9.49,1:32.28,1,9.58,1:31.59,3,9.58,1:31.80,7,9.59,1:32.18,5,9.58,1:32.03,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
4,9.42,,6,9.73,1:41.78,3,9.49,1:41.19,8,9.88,1:42.16,1,9.40,1:40.99,2,9.35,1:41.15,7,9.80,1:41.98,5,9.35,1:41.38,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
4,9.37,,7,9.76,1:51.54,3,9.40,1:50.59,8,10.40,1:52.56,1,9.37,1:50.36,2,9.36,1:50.51,6,9.55,1:51.53,5,9.47,1:50.85,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
4,9.40,,7,10.06,2:01.60,2,9.32,1:59.91,8,10.85,2:03.41,1,9.34,1:59.70,3,9.43,1:59.94,6,9.81,2:01.34,5,9.48,2:00.33,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
7,21.14,,5,10.67,2:12.27,2,9.24,2:09.15,6,11.11,2:14.52,1,9.35,2:09.05,8,23.48,2:23.42,4,10.45,2:11.79,3,9.82,2:10.15,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
7,15.73,,5,11.19,2:23.46,2,9.63,2:18.78,6,11.56,2:26.08,1,9.65,2:18.70,8,24.42,2:47.84,4,11.12,2:22.91,3,10.17,2:20.32,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,4
