START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
4,8.80,8.80,1,8.57,8.57,2,8.72,8.72,5,8.92,8.92,6,9.03,9.03,3,8.78,8.78,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
6,11.88,20.68,2,11.75,20.32,3,11.78,20.50,4,11.75,20.67,5,11.64,20.67,1,11.41,20.19,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
5,11.40,32.08,2,11.37,31.69,3,11.33,31.83,4,11.30,31.97,6,11.52,32.19,1,11.38,31.57,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
5,11.50,43.58,1,11.56,43.25,3,11.50,43.33,4,11.54,43.51,6,11.47,43.66,2,11.68,43.25,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
6,11.41,54.99,2,11.35,54.60,4,11.53,54.86,5,11.42,54.93,3,11.01,54.67,1,11.28,54.53,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
6,10.23,1:05.22,1,10.11,1:04.71,4,10.08,1:04.94,5,10.14,1:05.07,3,10.25,1:04.92,2,10.29,1:04.82,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
4,9.97,1:15.19,1,10.25,1:14.96,6,10.56,1:15.50,5,10.29,1:15.36,3,10.25,1:15.17,2,10.23,1:15.05,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
2,9.78,1:24.97,1,9.89,1:24.85,6,10.08,1:25.58,5,9.79,1:25.15,4,9.83,1:25.00,3,9.93,1:24.98,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
2,9.84,1:34.81,1,9.86,1:34.71,6,10.28,1:35.86,5,10.03,1:35.18,4,10.09,1:35.09,3,9.96,1:34.94,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
2,10.06,1:44.87,1,10.08,1:44.79,6,10.70,1:46.56,5,10.05,1:45.23,4,10.02,1:45.11,3,10.01,1:44.95,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
2,10.14,1:55.01,1,10.09,1:54.88,6,10.92,1:57.48,5,10.24,1:55.47,4,10.21,1:55.32,3,10.17,1:55.12,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
3,9.95,2:04.96,1,9.89,2:04.77,5,11.66,2:09.14,,,,4,10.45,2:05.77,2,9.81,2:04.93,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
3,10.08,2:15.04,1,9.80,2:14.57,5,11.96,2:21.10,,,,4,10.85,2:16.62,2,9.80,2:14.73,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
3,10.27,2:25.309,1,9.86,2:24.427,6,12.23,2:33.329,4,,2:27.726,5,11.30,2:27.917,2,9.84,2:24.569,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,Heats,5
