START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
3,8.49,,4,8.63,8.63,1,8.14,8.14,2,8.30,8.30,5,8.77,8.77,7,9.23,9.23,6,8.91,8.91,8,9.36,9.36,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
3,10.59,,4,10.57,19.20,1,10.69,18.83,2,10.64,18.94,5,10.54,19.31,7,10.37,19.60,6,10.52,19.43,8,10.33,19.69,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
3,9.98,,4,9.98,29.18,1,9.96,28.79,2,9.99,28.93,5,10.00,29.31,7,9.96,29.56,6,10.00,29.43,8,9.96,29.65,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
3,9.68,,4,9.66,38.84,1,9.72,38.51,2,9.67,38.60,5,9.65,38.96,7,9.66,39.22,6,9.66,39.09,8,9.68,39.33,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
4,9.46,,3,9.31,48.15,1,9.48,47.99,2,9.48,48.08,5,9.38,48.34,7,9.37,48.59,6,9.37,48.46,8,9.38,48.71,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
4,9.53,,3,9.52,57.67,1,9.51,57.50,2,9.51,57.59,5,9.52,57.86,7,9.48,58.07,6,9.50,57.96,8,9.47,58.18,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
4,9.41,,3,9.34,1:07.01,1,9.34,1:06.84,2,9.32,1:06.91,5,9.43,1:07.29,7,9.45,1:07.52,6,9.44,1:07.40,8,9.46,1:07.64,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
3,9.00,,2,9.07,1:16.08,4,9.33,1:16.17,1,9.08,1:15.99,5,8.98,1:16.27,7,9.02,1:16.54,6,9.00,1:16.40,8,9.01,1:16.65,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
4,9.33,,2,9.17,1:25.25,6,9.52,1:25.69,1,9.18,1:25.17,3,9.10,1:25.37,7,9.19,1:25.73,5,9.20,1:25.60,8,9.23,1:25.88,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
4,9.19,,2,9.22,1:34.47,8,9.47,1:35.16,1,9.21,1:34.38,3,9.19,1:34.56,6,9.18,1:34.91,5,9.20,1:34.80,7,9.15,1:35.03,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
2,8.92,,8,23.31,1:57.78,7,9.58,1:44.74,1,9.13,1:43.51,3,9.06,1:43.62,5,9.05,1:43.96,4,8.96,1:43.76,6,9.04,1:44.07,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
8,43.28,,7,11.05,2:08.83,6,9.91,1:54.65,1,9.13,1:52.64,3,9.22,1:52.84,4,8.98,1:52.94,2,8.91,1:52.67,5,8.91,1:52.98,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
,,,7,10.20,2:19.03,5,10.32,2:04.97,2,9.03,2:01.67,4,9.22,2:02.06,6,25.09,2:18.03,1,8.86,2:01.53,3,8.91,2:01.89,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
,,,6,10.65,2:29.686,5,10.96,2:15.930,2,8.97,2:10.64,4,9.48,2:11.54,7,15.40,2:33.434,1,9.02,2:10.55,3,9.04,2:10.93,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,m,Semifinals,2
