START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
1,9.03,9.03,2,9.14,9.14,7,9.84,9.84,5,9.43,9.43,3,9.27,9.27,6,9.65,9.65,8,10.00,10.00,4,9.39,9.39,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
1,11.25,20.28,3,11.38,20.52,7,11.25,21.09,5,11.35,20.78,4,11.38,20.65,6,11.29,20.94,8,11.25,21.25,2,11.02,20.41,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
1,10.28,30.56,3,10.23,30.75,7,10.10,31.19,5,10.18,30.96,4,10.22,30.87,6,10.12,31.06,8,10.04,31.29,2,10.24,30.65,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
1,10.23,40.79,3,10.22,40.97,7,10.24,41.43,5,10.23,41.19,4,10.24,41.11,6,10.26,41.32,8,10.27,41.56,2,10.22,40.87,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
1,10.16,50.95,3,10.13,51.10,7,9.97,51.40,4,10.03,51.22,5,10.12,51.23,6,9.93,51.25,8,9.92,51.48,2,10.16,51.03,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
2,9.79,1:00.74,1,9.45,1:00.55,5,9.59,1:00.99,6,9.91,1:01.13,8,10.34,1:01.57,3,9.50,1:00.75,7,9.75,1:01.23,4,9.86,1:00.89,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
2,9.47,1:10.21,1,9.50,1:10.05,5,9.43,1:10.42,6,9.47,1:10.60,8,9.21,1:10.78,3,9.52,1:10.27,6,9.37,1:10.60,4,9.42,1:10.31,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
4,9.68,1:19.89,1,9.50,1:19.55,3,9.33,1:19.75,4,9.29,1:19.89,8,9.51,1:20.29,2,9.43,1:19.70,7,9.62,1:20.22,6,9.89,1:20.20,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
5,9.74,1:29.63,1,9.53,1:29.08,2,9.49,1:29.24,4,9.58,1:29.47,7,9.49,1:29.78,3,9.71,1:29.41,6,9.49,1:29.71,8,9.91,1:30.11,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
6,9.87,1:39.50,1,9.60,1:38.68,2,9.55,1:38.79,4,9.59,1:39.06,5,9.42,1:39.20,3,9.57,1:38.98,7,9.88,1:39.59,8,10.11,1:40.22,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
6,10.06,1:49.56,1,9.66,1:48.34,2,9.60,1:48.39,4,9.55,1:48.61,5,9.45,1:48.65,3,9.49,1:48.47,7,10.09,1:49.68,8,10.29,1:50.51,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
6,10.36,1:59.92,2,9.69,1:58.03,1,9.34,1:57.73,4,9.69,1:58.30,5,9.76,1:58.41,2,9.56,1:58.03,7,10.88,2:00.56,8,10.58,2:01.09,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
6,10.62,2:10.54,3,9.67,2:07.70,1,9.38,2:07.11,4,9.79,2:08.09,5,9.81,2:08.22,2,9.50,2:07.53,7,10.63,2:11.19,8,10.83,2:11.92,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
6,10.98,2:21.52,3,9.73,2:17.43,1,9.70,2:16.81,4,9.86,2:17.95,5,9.98,2:18.20,2,9.81,2:17.34,7,10.88,2:22.07,8,11.12,2:23.04,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,2
