START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
3,9.75,9.75,6,10.22,10.22,5,10.05,10.05,7,10.44,10.44,4,9.88,9.88,2,9.62,9.62,1,9.50,9.50,8,10.55,10.55,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
4,12.71,22.46,5,12.39,22.61,6,12.68,22.73,7,12.41,22.85,1,12.40,22.28,3,12.72,22.34,2,12.82,22.32,8,12.43,22.98,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
2,11.26,33.72,5,11.41,34.02,6,11.37,34.10,7,11.33,34.18,1,11.33,33.61,3,11.49,33.83,4,11.60,33.92,8,11.33,34.31,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
1,11.42,45.14,4,11.34,45.36,6,11.49,45.59,7,11.55,45.73,2,11.60,45.21,3,11.44,45.27,5,11.48,45.40,8,11.52,45.83,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
3,11.07,56.21,5,11.04,56.40,6,11.10,56.69,7,11.09,56.82,2,10.99,56.20,1,10.83,56.10,4,10.99,56.39,8,11.10,56.93,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
3,10.62,1:06.83,4,10.55,1:06.95,6,10.51,1:07.20,7,10.50,1:07.32,1,10.34,1:06.54,2,10.65,1:06.75,5,10.69,1:07.08,8,10.49,1:07.42,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
2,10.33,1:17.16,5,10.44,1:17.39,6,10.28,1:17.48,7,10.27,1:17.59,1,10.52,1:17.06,3,10.53,1:17.28,4,10.30,1:17.38,8,10.32,1:17.74,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
1,10.00,1:27.16,8,10.55,1:27.94,6,10.31,1:27.79,5,10.03,1:27.62,2,10.19,1:27.25,3,10.09,1:27.37,4,10.11,1:27.49,7,10.18,1:27.92,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
1,9.85,1:37.01,8,9.68,1:37.62,6,9.61,1:37.40,5,9.67,1:37.29,4,9.98,1:37.23,2,9.76,1:37.13,3,9.72,1:37.21,7,9.53,1:37.45,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
1,9.70,1:46.71,8,9.58,1:47.20,3,9.52,1:46.92,2,9.53,1:46.82,5,9.73,1:46.96,4,9.80,1:46.93,6,9.89,1:47.10,6,9.65,1:47.10,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
1,9.38,1:56.09,8,25.54,2:12.74,2,9.24,1:56.16,2,9.34,1:56.16,6,9.84,1:56.80,5,9.39,1:56.32,7,9.94,1:57.04,4,9.16,1:56.26,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
3,9.21,2:05.30,8,20.93,2:33.67,2,9.02,2:05.18,4,9.27,2:05.43,6,9.84,2:06.64,5,9.41,2:05.73,7,10.01,2:07.05,1,8.83,2:05.09,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
4,9.32,2:14.62,8,13.39,2:47.06,2,9.04,2:14.22,3,8.99,2:14.42,6,9.84,2:16.48,5,9.34,2:15.07,7,10.29,2:17.34,1,8.96,2:14.05,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
4,9.46,2:24.08,8,12.65,2:59.71,3,9.29,2:23.51,2,8.94,2:23.36,6,10.18,2:26.66,5,9.70,2:24.77,7,10.83,2:28.17,1,8.96,2:23.01,2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),1500m,m,Heats,4
