START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
1,9.29,,6,9.70,9.70,3,9.43,9.43,4,9.55,9.55,2,9.40,9.40,7,9.82,9.82,8,9.94,9.94,5,9.59,9.59,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
3,12.68,,6,12.65,22.35,4,12.63,22.06,5,12.62,22.17,2,12.46,21.86,7,12.65,22.47,8,12.64,22.58,1,12.17,21.76,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
3,12.25,,6,12.14,34.49,5,12.28,34.34,4,12.12,34.29,2,12.19,34.05,7,12.17,34.64,8,12.16,34.74,1,12.19,33.95,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
6,11.25,,3,10.77,45.26,4,10.97,45.31,1,10.80,45.09,2,11.17,45.22,7,10.84,45.48,8,10.84,45.58,5,11.41,45.36,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
7,10.07,,2,9.94,55.20,6,10.17,55.48,3,10.21,55.30,4,10.09,55.31,1,9.59,55.07,5,9.74,55.32,8,10.22,55.58,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
8,9.91,,2,9.86,1:05.06,6,9.95,1:05.43,5,10.02,1:05.32,4,9.92,1:05.23,1,9.90,1:04.97,3,9.80,1:05.12,7,9.86,1:05.44,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
3,9.17,,4,9.61,1:14.67,8,9.78,1:15.21,7,9.76,1:15.08,5,9.55,1:14.78,2,9.60,1:14.57,6,9.77,1:14.89,1,9.08,1:14.52,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
3,9.34,,4,9.40,1:24.07,8,9.32,1:24.53,7,9.34,1:24.42,5,9.40,1:24.18,2,9.29,1:23.86,6,9.40,1:24.29,1,9.23,1:23.75,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
3,9.31,,4,9.35,1:33.42,8,9.28,1:33.81,7,9.28,1:33.70,5,9.29,1:33.47,2,9.31,1:33.17,6,9.28,1:33.57,1,9.32,1:33.07,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
3,9.09,,4,9.10,1:42.52,8,9.15,1:42.96,7,9.11,1:42.81,5,9.10,1:42.57,1,9.09,1:42.26,6,9.11,1:42.68,2,9.25,1:42.32,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
3,9.20,,2,9.03,1:51.55,8,9.05,1:52.01,7,9.00,1:51.81,5,9.16,1:51.73,1,9.25,1:51.51,6,9.07,1:51.75,4,9.39,1:51.71,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
3,8.92,,1,8.67,2:00.22,6,8.78,2:00.79,5,8.81,2:00.62,7,9.20,2:00.93,2,8.84,2:00.35,4,8.85,2:00.60,8,9.46,2:01.17,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
4,8.87,,1,8.75,2:08.97,6,8.77,2:09.56,3,8.57,2:09.19,7,8.81,2:09.74,2,8.74,2:09.09,5,8.86,2:09.46,8,9.91,2:11.08,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
,,,1,8.87,2:17.84,0,8.80,2:18.36,2,8.68,2:17.87,6,9.19,2:18.931,3,8.85,2:17.94,5,9.13,2:18.595,7,10.72,2:21.802,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Semifinals,2
