START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
1,8.73,8.73,2,8.98,8.98,3,9.14,9.14,4,9.26,9.26,8,9.64,9.64,6,9.52,9.52,5,9.39,9.39,7,9.62,9.62,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
1,11.99,20.72,2,11.86,20.84,4,11.82,20.96,5,11.80,21.06,7,11.61,21.25,6,11.65,21.17,3,11.54,20.93,8,11.76,21.38,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
2,10.26,30.98,5,10.30,31.14,4,10.17,31.13,3,9.99,31.05,7,10.15,31.40,6,10.15,31.32,1,9.99,30.92,8,10.14,31.52,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
2,9.72,40.70,5,9.95,41.09,1,9.49,40.62,4,9.86,40.91,7,9.94,41.34,6,9.91,41.23,3,9.90,40.82,8,9.97,41.49,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
1,9.62,50.32,5,9.70,50.79,2,9.81,50.43,3,9.60,50.51,7,9.65,50.99,6,9.67,50.90,4,9.83,50.65,8,9.61,51.10,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
1,9.79,1:00.11,7,9.67,1:00.46,2,9.75,1:00.18,3,9.81,1:00.32,6,9.43,1:00.42,5,9.50,1:00.40,4,9.69,1:00.34,8,9.45,1:00.55,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
1,9.38,1:09.49,8,9.68,1:10.14,4,9.58,1:09.76,2,9.18,1:09.50,6,9.51,1:09.93,3,9.27,1:09.67,5,9.44,1:09.78,7,9.46,1:10.01,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
2,9.41,1:18.90,8,9.30,1:19.44,3,9.23,1:18.99,1,9.25,1:18.75,7,9.46,1:19.39,4,9.43,1:19.10,5,9.41,1:19.19,6,9.32,1:19.33,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
2,9.35,1:28.25,5,9.08,1:28.52,3,9.35,1:28.34,1,9.40,1:28.15,6,9.23,1:28.62,4,9.36,1:28.46,7,9.51,1:28.70,8,9.45,1:28.78,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
3,9.42,1:37.67,5,9.43,1:37.95,2,9.31,1:37.65,1,9.47,1:37.62,7,9.46,1:38.08,4,9.40,1:37.86,6,9.36,1:38.06,8,9.48,1:38.26,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
2,9.13,1:46.80,4,9.03,1:46.98,1,9.08,1:46.73,3,9.24,1:46.86,7,9.22,1:47.30,5,9.25,1:47.11,6,9.15,1:47.21,8,9.13,1:47.39,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
2,9.16,1:55.96,4,9.21,1:56.19,1,9.16,1:55.89,3,9.23,1:56.09,7,9.15,1:56.45,5,9.20,1:56.31,5,9.10,1:56.31,8,9.22,1:56.61,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
4,9.33,2:05.29,3,9.09,2:05.28,2,9.32,2:05.21,1,9.05,2:05.14,7,9.19,2:05.64,6,9.26,2:05.57,5,9.14,2:05.45,8,9.12,2:05.73,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
,,,2,9.55,2:14.83,5,9.94,2:15.153,1,9.29,2:14.43,3,9.45,2:15.09,6,9.78,2:15.353,8,21.63,2:27.089,7,9.63,2:15.367,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Semifinals,1
