START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
3,12.815,12.815,1,12.367,12.367,2,12.440,12.440,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,10.012,22.827,1,8.536,20.903,2,9.413,21.852,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,9.679,32.505,1,9.265,30.168,2,9.167,31.019,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,10.034,42.539,1,9.408,39.576,2,9.009,40.027,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,9.316,51.855,1,9.339,48.915,2,9.139,49.165,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,9.471,1:01.325,1,9.031,57.945,2,9.054,58.219,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,10.145,1:11.469,1,9.209,1:07.154,2,9.407,1:07.625,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,10.486,1:21.955,1,9.308,1:16.462,2,9.483,1:17.108,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,9.960,1:31.914,1,9.498,1:25.959,2,9.085,1:26.192,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,10.304,1:42.218,1,9.184,1:35.142,2,9.231,1:35.423,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,9.456,1:51.674,1,9.330,1:44.472,2,9.270,1:44.692,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,9.877,2:01.550,1,9.330,1:53.802,2,9.906,1:54.597,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
2,10.387,2:11.936,,,,1,8.719,2:03.316,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
2,11.353,2:23.288,,,,1,9.543,2:12.859,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,10.223,2:33.511,2,,2:22.226,1,9.298,2:22.157,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,10.313,2:43.824,1,9.404,2:31.629,2,9.912,2:32.069,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,9.586,2:53.410,2,9.679,2:41.307,1,9.068,2:41.136,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
3,9.97,3:03.374,1,9.39,2:50.698,2,9.63,2:50.765,2005-2006,"2006 World Junior Championships, Romania",2000MRelay,m,Heats,3
