START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
2,12.84,12.84,1,12.73,12.73,3,13.00,13.00,4,13.21,13.21,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
2,9.30,22.14,1,9.14,21.87,3,9.27,22.27,4,9.32,22.53,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
3,9.64,31.78,1,9.30,31.17,2,9.39,31.66,4,9.69,32.22,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
3,9.99,41.77,1,9.29,40.46,2,9.36,41.02,4,9.64,41.86,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
3,10.05,51.82,1,9.45,49.91,2,9.12,50.14,4,10.09,51.95,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
3,10.12,1:01.94,1,9.34,59.25,2,9.42,59.56,4,10.70,1:02.65,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
3,9.40,1:11.34,1,9.25,1:08.50,2,9.40,1:08.96,4,9.84,1:12.49,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
3,9.62,1:20.96,1,9.12,1:17.62,2,9.12,1:18.08,4,9.61,1:22.10,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
3,10.09,1:31.05,1,9.69,1:27.31,2,9.42,1:27.50,4,9.76,1:31.86,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
3,10.37,1:41.42,1,9.35,1:36.66,2,9.35,1:36.85,4,9.69,1:41.55,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
3,10.41,1:51.83,2,9.62,1:46.28,1,9.23,1:46.08,4,10.90,1:52.45,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
4,10.12,2:01.95,2,9.52,1:55.80,1,9.55,1:55.63,3,9.31,2:01.76,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
3,9.50,2:11.45,2,9.37,2:05.17,1,9.43,2:05.06,4,10.06,2:11.82,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
3,9.67,2:21.12,2,9.44,2:14.61,1,9.39,2:14.45,4,9.68,2:21.50,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
3,10.03,2:31.15,2,9.34,2:23.95,1,9.40,2:23.85,4,9.72,2:31.22,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
4,10.32,2:41.47,2,9.47,2:33.42,1,9.48,2:33.33,3,10.04,2:41.26,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
4,10.32,2:51.79,2,9.49,2:42.91,1,9.15,2:42.48,3,10.06,2:51.32,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
4,10.54,3:02.33,2,9.76,2:52.67,1,9.41,2:51.89,3,10.30,3:01.62,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
4,9.78,3:12.11,2,9.83,3:02.50,1,9.32,3:01.21,3,10.10,3:11.72,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
4,10.08,3:22.19,2,9.62,3:12.12,1,9.45,3:10.66,3,9.99,3:21.71,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
4,9.97,3:32.16,2,9.41,3:21.53,1,9.43,3:20.09,3,9.74,3:31.45,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
4,10.39,3:42.55,2,9.15,3:30.68,1,9.65,3:29.74,3,9.95,3:41.40,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
4,10.49,3:53.04,2,10.10,3:40.78,1,9.25,3:38.99,3,10.06,3:51.46,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
4,10.79,4:03.83,2,9.90,3:50.68,1,9.54,3:48.53,3,10.29,4:01.75,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
4,9.94,4:13.77,2,9.66,4:00.34,1,9.64,3:58.17,3,10.52,4:12.27,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
4,9.88,4:23.65,2,9.56,4:09.90,1,9.71,4:07.88,3,10.04,4:22.31,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
4,10.08,4:33.722,2,9.72,4:19.613,1,9.90,4:17.779,3,9.96,4:32.265,2012-2013,"2013 ISU European Championships, Malmo (SWE)",3000mRelay,w,Heats,3
