START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,season,competition,event,gender,round,race
2,13.50,13.50,1,13.29,13.29,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1000m,w,FinalB,1
2,11.21,24.71,1,11.35,24.64,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1000m,w,FinalB,1
2,11.87,36.59,1,11.69,36.34,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1000m,w,FinalB,1
2,11.92,48.51,1,11.99,48.33,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1000m,w,FinalB,1
1,11.36,59.88,2,11.60,59.94,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1000m,w,FinalB,1
1,10.07,1:09.95,2,10.40,1:10.34,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1000m,w,FinalB,1
1,9.98,1:19.93,2,9.65,1:19.99,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1000m,w,FinalB,1
1,9.68,1:29.62,2,9.73,1:29.73,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1000m,w,FinalB,1
1,9.80,1:39.413,2,9.74,1:39.469,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1000m,w,FinalB,1
