START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
1,12.16,12.16,2,12.33,12.33,4,12.50,12.50,6,12.95,12.95,5,12.68,12.68,7,13.23,13.23,3,12.45,12.45,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
2,16.48,28.64,3,16.45,28.78,4,16.43,28.93,6,16.31,29.26,5,16.42,29.10,7,16.17,29.40,1,16.04,28.49,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
2,14.88,43.52,3,14.88,43.66,4,14.85,43.78,6,14.79,44.05,5,14.83,43.93,7,14.81,44.21,1,14.86,43.35,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
2,13.75,57.27,3,13.73,57.39,4,13.74,57.52,5,13.57,57.62,6,13.72,57.65,7,13.65,57.86,1,13.70,57.05,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
2,12.21,1:09.48,3,12.21,1:09.60,4,12.14,1:09.66,5,12.10,1:09.72,6,12.17,1:09.82,7,12.09,1:09.95,1,12.32,1:09.37,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
3,10.73,1:20.21,4,10.69,1:20.29,1,10.34,1:20.00,6,10.72,1:20.44,7,10.76,1:20.58,5,10.40,1:20.35,2,10.74,1:20.11,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
1,10.27,1:30.48,3,10.30,1:30.59,2,10.56,1:30.56,6,10.28,1:30.72,7,10.23,1:30.81,5,10.35,1:30.70,4,10.50,1:30.61,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
2,9.84,1:40.32,1,9.58,1:40.17,4,9.99,1:40.55,3,9.68,1:40.40,7,10.09,1:40.90,6,10.07,1:40.77,5,10.05,1:40.66,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
2,9.65,1:49.97,1,9.71,1:49.88,4,9.58,1:50.13,2,9.57,1:49.97,7,9.57,1:50.47,6,9.56,1:50.33,5,9.58,1:50.24,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
3,9.84,1:59.81,1,9.70,1:59.58,4,9.83,1:59.96,2,9.74,1:59.71,7,9.85,2:00.32,6,9.84,2:00.17,5,9.81,2:00.05,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
2,9.66,2:09.47,,,,3,9.65,2:09.61,1,9.74,2:09.45,6,9.72,2:10.04,5,9.67,2:09.84,4,9.67,2:09.72,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
2,9.59,2:19.06,1,,2:19.04,4,9.73,2:19.34,3,9.83,2:19.28,7,10.04,2:20.08,6,9.60,2:19.44,5,9.66,2:19.38,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
1,9.54,2:28.60,,,,3,9.95,2:29.29,5,10.33,2:29.61,6,10.65,2:30.73,2,9.64,2:29.08,4,10.07,2:29.45,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
1,9.90,2:38.50,7,,3:12.867,3,10.15,2:39.441,5,12.25,2:41.864,6,13.22,2:43.956,2,9.58,2:38.66,4,10.14,2:39.592,2019-2020,ISU World Cup  2019/20 - Montreal (CAN),1500m,w,Rep.Semifinals,1
