START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
1,8.840,8.840,4,9.262,9.262,3,9.039,9.039,5,9.457,9.457,2,8.987,8.987,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
3,14.117,22.956,4,13.820,23.082,1,13.802,22.841,5,13.882,23.339,2,13.863,22.849,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
2,13.435,36.391,3,13.322,36.404,4,13.568,36.409,5,13.441,36.780,1,13.510,36.359,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
3,12.986,49.377,4,13.278,49.682,1,12.873,49.282,5,12.993,49.773,2,12.992,49.351,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
2,12.548,1:01.925,1,12.098,1:01.780,4,12.679,1:01.961,5,12.473,1:02.246,3,12.578,1:01.929,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
4,10.727,1:12.652,1,10.480,1:12.260,2,10.649,1:12.610,5,10.980,1:13.227,3,10.718,1:12.648,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
4,11.289,1:23.941,1,11.374,1:23.634,2,11.193,1:23.802,5,10.916,1:24.143,3,11.209,1:23.857,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
2,10.650,1:34.591,1,10.947,1:34.581,4,10.966,1:34.769,5,10.900,1:35.043,3,10.874,1:34.731,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
4,11.131,1:45.722,1,10.675,1:45.256,3,10.745,1:45.513,5,10.760,1:45.803,2,10.772,1:45.502,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
4,10.231,1:55.953,1,10.511,1:55.766,3,10.430,1:55.944,5,10.395,1:56.198,2,10.404,1:55.907,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
3,9.896,2:05.849,1,9.982,2:05.748,4,10.049,2:05.993,5,10.164,2:06.363,2,9.876,2:05.783,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
2,9.477,2:15.326,3,9.716,2:15.464,4,9.508,2:15.501,5,10.288,2:16.650,1,9.439,2:15.222,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
2,9.461,2:24.787,3,9.415,2:24.878,4,9.419,2:24.920,5,10.848,2:27.498,1,9.531,2:24.753,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
2,9.924,2:34.711,3,10.052,2:34.931,4,10.194,2:35.114,5,11.668,2:39.166,1,9.900,2:34.653,2007-2008,"2008 ISU World Championships, Korea",1500m,w,Quarterfinals,1
