START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
4,12.07,12.07,3,11.99,11.99,2,11.96,11.96,1,11.93,11.93,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1000m,m,Quarterfinals,1
4,9.30,21.37,2,9.22,21.21,3,9.28,21.24,1,9.21,21.14,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1000m,m,Quarterfinals,1
4,9.14,30.51,2,9.16,30.37,3,9.15,30.39,1,9.06,30.20,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1000m,m,Quarterfinals,1
3,8.88,39.39,2,8.89,39.26,4,9.01,39.40,1,9.01,39.21,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1000m,m,Quarterfinals,1
3,9.01,48.40,1,9.02,48.28,4,9.09,48.49,2,9.09,48.30,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1000m,m,Quarterfinals,1
3,8.89,57.29,2,8.76,57.04,4,9.18,57.67,1,8.68,56.98,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1000m,m,Quarterfinals,1
3,8.82,1:06.11,2,8.99,1:06.03,4,9.46,1:07.13,1,8.99,1:05.97,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1000m,m,Quarterfinals,1
2,8.95,1:15.06,3,9.19,1:15.22,4,9.99,1:17.12,1,9.00,1:14.97,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1000m,m,Quarterfinals,1
1,9.34,1:24.400,3,9.41,1:24.624,4,10.87,1:27.982,2,9.54,1:24.508,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1000m,m,Quarterfinals,1
