START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
1,8.09,8.09,4,8.56,8.56,2,8.30,8.30,3,8.39,8.39,5,8.65,8.65,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
1,10.43,18.53,4,10.34,18.91,2,10.32,18.63,3,10.41,18.80,5,10.33,18.99,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
1,10.04,28.57,5,10.02,28.93,2,10.04,28.67,3,9.98,28.79,4,9.86,28.85,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
1,9.96,38.53,5,9.86,38.80,3,9.94,38.62,2,9.82,38.61,4,9.87,38.73,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
1,10.06,48.60,4,10.02,48.82,3,10.06,48.68,2,10.04,48.65,5,10.16,48.89,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
1,9.94,58.54,4,10.04,58.86,2,9.94,58.63,3,10.01,58.67,5,10.00,58.89,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
2,10.10,1:08.65,5,10.06,1:08.93,1,10.01,1:08.64,3,10.06,1:08.73,4,10.00,1:08.90,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
2,10.09,1:18.74,3,9.85,1:18.79,1,9.77,1:18.42,4,10.05,1:18.79,5,9.99,1:18.89,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
4,9.55,1:28.29,5,9.65,1:28.45,1,9.59,1:28.02,3,9.49,1:28.29,2,9.38,1:28.28,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
5,9.51,1:37.81,3,9.30,1:37.76,2,9.55,1:37.58,1,9.27,1:37.56,4,9.49,1:37.77,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
5,9.59,1:47.40,2,9.17,1:46.93,3,9.45,1:47.03,1,9.15,1:46.72,4,9.27,1:47.05,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
5,10.21,1:57.61,3,9.47,1:56.40,4,9.57,1:56.61,1,9.40,1:56.12,2,9.20,1:56.25,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
5,10.37,2:07.99,2,9.03,2:05.43,4,9.68,2:06.29,1,9.29,2:05.42,3,9.21,2:05.47,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
5,10.51,2:18.498,1,9.23,2:14.652,4,10.35,2:16.631,2,9.30,2:14.716,3,10.35,2:15.817,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,3
