START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
2,12.34,12.34,3,12.46,12.46,4,12.64,12.64,1,12.14,12.14,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
1,9.88,22.22,3,10.00,22.46,4,9.96,22.60,2,10.11,22.25,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
2,9.71,31.93,4,9.99,32.45,3,9.50,32.10,1,9.60,31.85,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
2,9.72,41.65,4,9.48,41.93,3,9.80,41.90,1,9.71,41.56,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
1,9.40,51.05,4,9.63,51.56,3,9.58,51.48,2,9.54,51.10,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
2,9.63,1:00.68,4,9.58,1:01.14,3,9.24,1:00.72,1,9.41,1:00.51,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
4,9.45,1:10.13,3,8.96,1:10.10,2,9.35,1:10.07,1,9.38,1:09.89,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
3,9.34,1:19.47,4,9.82,1:19.92,2,9.39,1:19.46,1,9.53,1:19.42,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
3,9.38,1:28.85,4,9.31,1:29.23,1,9.33,1:28.79,2,9.39,1:28.81,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
3,9.70,1:38.55,4,9.76,1:38.99,2,9.62,1:38.41,1,9.58,1:38.39,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
4,9.94,1:48.49,3,9.32,1:48.31,2,9.59,1:48.00,1,9.54,1:47.93,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
4,9.29,1:57.78,3,9.39,1:57.70,2,9.53,1:57.53,1,9.27,1:57.20,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
4,9.33,2:07.11,3,9.32,2:07.02,2,9.31,2:06.84,1,9.33,2:06.53,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
4,9.35,2:16.46,3,9.26,2:16.28,2,9.17,2:16.01,1,9.41,2:15.94,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4
