START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
2,8.550,8.550,1,8.350,8.350,0,,,4,8.690,8.690,3,8.660,8.660,0,,,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
4,12.010,20.570,2,11.990,20.350,1,0.000,19.250,5,12.160,20.850,3,11.730,20.400,0,,,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
3,10.790,31.360,1,10.680,31.040,4,12.130,31.390,2,10.290,31.140,4,10.980,31.390,0,,,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
4,11.250,42.620,1,11.310,42.350,2,11.070,42.460,5,11.590,42.740,3,11.070,42.460,0,,,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
2,10.910,53.540,3,11.990,54.350,1,10.800,53.270,0,,,0,,,0,,,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
4,10.370,1:03.910,3,8.870,1:03.220,1,7.080,1:00.350,0,,,0,,,2,0.000,1:02.770,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
3,11.010,1:14.920,2,10.970,1:14.190,1,13.770,1:14.130,0,,,0,,,4,12.920,1:15.690,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
4,11.330,1:26.250,3,10.140,1:24.330,2,9.990,1:24.120,0,,,0,,,1,8.300,1:23.990,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
4,11.340,1:37.600,3,10.390,1:34.730,2,10.220,1:34.340,0,,,0,,,1,10.210,1:34.210,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
3,11.830,1:49.430,6,16.300,1:51.030,2,11.290,1:45.630,5,0.000,1:50.520,4,0.000,1:50.010,1,11.310,1:45.520,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
5,12.350,2:01.790,4,4.910,1:55.950,3,10.090,1:55.730,6,17.810,2:08.330,2,5.600,1:55.620,1,10.060,1:55.590,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
4,12.330,2:14.120,3,10.390,2:06.340,1,5.960,2:01.700,5,6.300,2:14.630,4,11.090,2:06.710,2,10.400,2:05.990,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
5,13.000,2:27.130,4,9.780,2:16.130,1,0.000,2:13.780,6,13.070,2:27.710,3,9.030,2:15.740,2,8.920,2:14.910,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
6,12.850,2:39.990,3,10.460,2:26.600,2,12.670,2:26.450,5,10.720,2:38.440,4,11.050,2:26.790,1,11.470,2:26.380,2007-2008,"Samsung ISU World Cup 2007/2008, Italy, Torino",1500m(2),w,Heats,2
