START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
5,11.95,11.95,2,11.81,11.81,1,11.54,11.54,3,11.82,11.82,4,11.83,11.83,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
4,17.45,29.40,3,17.49,29.30,1,17.50,29.04,2,17.47,29.29,5,17.64,29.47,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
5,15.86,45.26,2,15.73,45.03,1,15.75,44.79,4,15.96,45.25,3,15.56,45.03,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
1,13.75,59.01,4,15.03,1:00.06,3,14.93,59.72,5,15.47,1:00.72,2,14.59,59.62,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
1,11.86,1:10.87,5,11.40,1:11.46,2,11.42,1:11.14,3,10.50,1:11.22,4,11.64,1:11.26,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
1,11.90,1:22.77,5,11.95,1:23.41,2,11.94,1:23.08,4,12.03,1:23.25,3,11.90,1:23.16,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
1,11.59,1:34.36,4,11.42,1:34.83,2,11.33,1:34.41,5,11.81,1:35.06,3,11.52,1:34.68,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
1,11.06,1:45.42,4,11.23,1:46.06,2,11.34,1:45.75,5,11.24,1:46.30,3,11.16,1:45.84,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
3,10.98,1:56.40,4,10.51,1:56.57,2,10.28,1:56.03,5,11.34,1:57.64,1,9.98,1:55.82,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
4,10.24,2:06.64,3,9.96,2:06.53,2,10.09,2:06.12,5,9.05,2:06.69,1,9.99,2:05.81,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
4,11.14,2:17.78,3,9.73,2:16.26,1,9.94,2:16.06,5,11.12,2:17.81,2,10.42,2:16.23,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
5,11.62,2:29.40,1,9.92,2:26.18,2,10.23,2:26.29,4,11.48,2:29.29,3,10.15,2:26.38,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
5,12.34,2:41.74,1,9.74,2:35.92,2,9.93,2:36.22,4,11.08,2:40.37,3,9.95,2:36.33,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
5,14.33,2:56.064,1,10.06,2:45.971,3,11.05,2:47.264,4,12.69,2:53.060,2,10.62,2:46.949,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Heats,2
