START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
3,13.32,13.32,2,13.13,13.13,1,12.93,12.93,4,15.15,15.15,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.44,22.76,3,9.76,22.89,1,9.55,22.48,4,9.41,24.56,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.54,32.30,3,9.61,32.50,1,9.66,32.14,4,9.08,33.64,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.64,41.94,3,9.58,42.08,1,9.66,41.80,4,8.83,42.47,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.51,51.45,4,9.76,51.84,1,9.45,51.25,3,9.07,51.54,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
3,9.37,1:00.82,4,9.59,1:01.43,1,9.36,1:00.61,2,9.17,1:00.71,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
3,9.46,1:10.28,4,9.60,1:11.03,1,9.51,1:10.12,2,9.46,1:10.17,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
3,9.63,1:19.91,4,9.95,1:20.98,1,9.58,1:19.70,2,9.62,1:19.79,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
3,9.89,1:29.80,4,9.72,1:30.70,2,9.98,1:29.68,1,9.78,1:29.57,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
3,9.84,1:39.64,4,9.65,1:40.35,2,9.79,1:39.47,1,9.76,1:39.33,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
3,9.69,1:49.33,4,9.77,1:50.12,2,9.52,1:48.99,1,9.49,1:48.82,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
3,9.29,1:58.62,4,10.04,2:00.16,2,9.35,1:58.34,1,9.25,1:58.07,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
3,9.17,2:07.79,4,9.79,2:09.95,2,9.14,2:07.48,1,9.06,2:07.13,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
3,9.07,2:16.86,4,9.70,2:19.65,2,9.25,2:16.73,1,9.23,2:16.36,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.23,2:26.09,4,9.94,2:29.59,3,9.38,2:26.11,1,9.27,2:25.63,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.28,2:35.37,4,9.74,2:39.33,3,9.38,2:35.49,1,9.26,2:34.89,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.33,2:44.70,4,9.95,2:49.28,3,9.36,2:44.85,1,9.09,2:43.98,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.32,2:54.02,4,10.00,2:59.28,3,9.27,2:54.12,1,9.05,2:53.03,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.40,3:03.42,4,9.79,3:09.07,3,9.33,3:03.45,1,9.06,3:02.09,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
3,9.48,3:12.90,4,10.02,3:19.09,2,9.35,3:12.80,1,9.37,3:11.46,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.35,3:22.25,4,10.18,3:29.27,3,9.76,3:22.56,1,9.24,3:20.70,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.46,3:31.71,4,9.93,3:39.20,3,9.52,3:32.08,1,9.28,3:29.98,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.34,3:41.05,4,9.93,3:49.13,3,9.29,3:41.37,1,9.17,3:39.15,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.47,3:50.52,4,10.09,3:59.22,2,9.15,3:50.52,1,9.29,3:48.44,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
3,9.41,3:59.93,4,9.95,4:09.17,2,9.29,3:59.81,1,9.14,3:57.58,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
3,9.30,4:09.23,4,10.02,4:19.19,2,9.40,4:09.21,1,9.56,4:07.14,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
2,9.38,4:18.61,4,9.87,4:29.043,3,9.65,4:18.86,1,9.63,4:16.77,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3
