START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
1,8.82,8.82,4,9.53,9.53,5,9.73,9.73,3,9.36,9.36,2,9.05,9.05,6,9.90,9.90,7,10.08,10.08,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
1,11.03,19.85,4,10.78,20.31,5,10.71,20.44,3,10.87,20.23,2,10.93,19.98,6,10.66,20.56,7,10.59,20.67,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
1,10.02,29.87,4,9.98,30.29,5,10.00,30.44,3,9.94,30.17,2,10.01,29.99,6,10.00,30.56,7,10.00,30.67,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
1,9.77,39.64,4,9.72,40.01,5,9.71,40.15,3,9.74,39.91,2,9.76,39.75,6,9.70,40.26,7,9.66,40.33,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
1,9.71,49.35,4,9.74,49.75,5,9.71,49.86,3,9.74,49.65,2,9.74,49.49,6,9.71,49.97,7,9.73,50.06,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
1,9.66,59.01,4,9.56,59.31,5,9.63,59.49,3,9.56,59.21,2,9.62,59.11,6,9.63,59.60,7,9.55,59.61,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
1,9.80,1:08.81,4,9.83,1:09.14,6,9.81,1:09.30,3,9.84,1:09.05,2,9.81,1:08.92,5,9.67,1:09.27,7,9.79,1:09.40,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
1,9.95,1:18.76,4,9.95,1:19.09,7,10.06,1:19.36,3,9.94,1:18.99,2,9.91,1:18.83,5,9.89,1:19.16,6,9.90,1:19.30,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
1,9.86,1:28.62,4,9.86,1:28.95,7,9.98,1:29.34,3,9.90,1:28.89,2,9.91,1:28.74,5,9.92,1:29.08,6,9.87,1:29.17,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
1,9.95,1:38.57,2,9.69,1:38.64,7,9.90,1:39.24,6,10.19,1:39.08,3,9.95,1:38.69,5,9.84,1:38.92,4,9.59,1:38.76,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
2,9.98,1:48.55,4,10.16,1:48.80,7,9.91,1:49.15,6,9.90,1:48.98,3,9.95,1:48.64,5,9.93,1:48.85,1,9.78,1:48.54,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
3,10.29,1:58.84,5,10.14,1:58.94,7,10.21,1:59.36,6,10.02,1:59.00,2,10.01,1:58.65,4,10.00,1:58.85,1,9.91,1:58.45,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
5,10.35,2:09.19,4,10.11,2:09.05,7,10.33,2:09.69,6,10.32,2:09.32,2,10.02,2:08.67,3,10.03,2:08.88,1,10.08,2:08.53,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
5,10.30,2:19.494,4,10.24,2:19.299,7,10.31,2:20.009,6,10.27,2:19.593,2,10.31,2:18.984,3,10.35,2:19.239,1,10.32,2:18.853,2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1
