START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
1,8.38,8.38,3,8.47,8.47,4,8.54,8.54,2,8.42,8.42,5,8.58,8.58,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
3,10.95,19.33,4,10.96,19.43,5,11.00,19.54,2,10.81,19.23,1,10.55,19.13,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
3,10.35,29.68,4,10.35,29.78,5,10.30,29.84,1,10.26,29.49,2,10.47,29.60,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
4,9.99,39.67,5,10.01,39.79,1,9.65,39.49,2,10.02,39.51,3,9.98,39.58,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
4,9.84,49.51,5,9.81,49.60,1,9.72,49.21,2,9.80,49.31,3,9.84,49.42,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
4,9.84,59.35,5,9.90,59.50,1,9.82,59.03,2,9.82,59.13,3,9.83,59.25,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
4,10.04,1:09.39,5,10.00,1:09.50,1,10.00,1:09.03,2,9.95,1:09.08,3,9.99,1:09.24,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
4,9.43,1:18.82,5,9.47,1:18.97,2,9.55,1:18.58,1,9.43,1:18.51,3,9.45,1:18.69,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
4,9.71,1:28.53,5,9.59,1:28.56,2,9.70,1:28.28,1,9.64,1:28.15,3,9.69,1:28.38,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
5,9.68,1:38.21,4,9.40,1:37.96,2,9.36,1:37.64,1,9.41,1:37.56,3,9.38,1:37.76,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
5,10.18,1:48.39,4,9.56,1:47.52,2,9.37,1:47.01,1,9.30,1:46.86,3,9.36,1:47.12,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
5,10.62,1:59.01,4,9.72,1:57.24,3,9.64,1:56.65,1,9.18,1:56.04,2,9.15,1:56.27,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
5,11.37,2:10.38,4,10.16,2:07.40,3,10.10,2:06.75,1,9.51,2:05.55,2,9.50,2:05.77,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
5,11.67,2:22.047,4,10.46,2:17.860,3,10.48,2:17.229,1,9.81,2:15.357,2,9.92,2:15.688,2009-2010,"2010 ISU European Championships, GER, Dresden",1500m,m,Heats,4
