START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
3,7.98,7.98,2,7.83,7.83,4,8.04,8.04,5,8.05,8.05,7,8.34,8.34,1,7.72,7.72,6,8.22,8.22,8,8.46,8.46,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
2,11.02,19.00,1,11.14,18.97,4,11.23,19.27,5,11.29,19.34,7,11.26,19.60,3,11.36,19.08,6,11.27,19.49,8,11.23,19.69,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
2,10.66,29.66,1,10.58,29.55,4,10.59,29.86,5,10.58,29.92,7,10.53,30.13,3,10.69,29.77,6,10.55,30.04,8,10.52,30.21,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
2,10.90,40.56,1,10.83,40.38,5,10.93,40.79,4,10.80,40.72,7,10.89,41.02,3,10.89,40.66,6,10.88,40.92,8,10.96,41.17,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
2,9.77,50.33,3,10.07,50.45,5,9.92,50.71,1,9.51,50.23,7,9.88,50.90,4,9.95,50.61,6,9.88,50.80,8,9.81,50.98,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
3,10.01,1:00.34,1,9.67,1:00.12,5,9.83,1:00.54,2,9.98,1:00.21,7,9.83,1:00.73,4,9.83,1:00.44,6,9.86,1:00.66,8,9.86,1:00.84,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
1,9.75,1:10.09,2,10.13,1:10.25,5,9.94,1:10.48,3,10.09,1:10.30,8,10.07,1:10.80,4,10.00,1:10.44,7,10.03,1:10.69,6,9.76,1:10.60,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
3,9.89,1:19.98,2,9.70,1:19.95,1,9.42,1:19.90,5,9.92,1:20.22,8,9.66,1:20.46,6,9.83,1:20.27,7,9.65,1:20.34,4,9.51,1:20.11,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
1,9.47,1:29.45,3,9.71,1:29.66,2,9.66,1:29.56,7,9.72,1:29.94,8,9.62,1:30.08,6,9.67,1:29.94,5,9.52,1:29.86,4,9.65,1:29.76,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
1,9.88,1:39.33,3,9.84,1:39.50,2,9.85,1:39.41,6,9.86,1:39.80,8,9.89,1:39.97,7,9.98,1:39.92,5,9.85,1:39.71,4,9.85,1:39.61,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
1,9.83,1:49.16,2,9.77,1:49.27,3,9.90,1:49.31,6,9.70,1:49.50,8,9.76,1:49.73,7,9.81,1:49.73,4,9.70,1:49.41,5,9.86,1:49.47,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
1,9.70,1:58.86,2,9.69,1:58.96,3,9.69,1:59.00,4,9.56,1:59.06,7,9.58,1:59.31,6,9.55,1:59.28,8,10.16,1:59.57,5,9.61,1:59.08,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
2,9.75,2:08.61,3,9.75,2:08.71,1,9.55,2:08.55,5,9.73,2:08.79,4,9.47,2:08.78,7,9.85,2:09.13,8,10.29,2:09.86,6,9.88,2:08.96,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
2,9.81,2:18.412,8,37.81,2:46.517,1,9.55,2:18.091,3,10.00,2:18.787,6,10.74,2:19.512,5,10.08,2:19.203,7,10.50,2:20.358,4,9.85,2:18.807,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),m,RepFinalA,1
