START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
2,16.41,16.41,1,16.12,16.12,3,27.88,27.88,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
1,11.60,28.01,,,,,,,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,11.23,39.24,1,,38.92,2,,39.12,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,10.41,49.65,1,10.45,49.37,2,10.40,49.52,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,10.08,59.73,1,10.13,59.50,2,10.11,59.63,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,10.42,1:10.15,1,10.44,1:09.94,2,10.37,1:10.00,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,10.07,1:20.22,1,10.02,1:19.96,2,10.08,1:20.08,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,9.76,1:29.98,1,9.82,1:29.78,2,9.81,1:29.89,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,10.19,1:40.17,1,10.12,1:39.90,2,10.16,1:40.05,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,9.76,1:49.93,1,9.74,1:49.64,2,9.76,1:49.81,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,9.66,1:59.59,1,9.68,1:59.32,2,9.65,1:59.46,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,9.74,2:09.33,1,9.78,2:09.10,2,9.73,2:09.19,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,9.57,2:18.90,1,9.58,2:18.68,2,9.63,2:18.82,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,9.38,2:28.28,1,9.41,2:28.09,2,9.36,2:28.18,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,9.75,2:38.03,1,9.66,2:37.75,2,9.74,2:37.92,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,9.23,2:47.26,1,9.24,2:46.99,2,9.21,2:47.13,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,9.11,2:56.37,1,9.11,2:56.10,2,9.10,2:56.23,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,9.15,3:05.52,1,9.22,3:05.32,2,9.19,3:05.42,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
3,9.15,3:14.67,1,9.11,3:14.43,2,9.14,3:14.56,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),5000mRelay,m,FinalB,1
