START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,season,competition,event,gender,round,race
2,7.600,7.600,1,7.430,7.430,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",500m,w,FinalB,1
2,10.070,17.670,1,10.050,17.490,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",500m,w,FinalB,1
2,9.780,27.460,1,9.830,27.320,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",500m,w,FinalB,1
1,9.840,37.300,2,9.980,37.310,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",500m,w,FinalB,1
1,10.140,47.440,2,10.530,47.850,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",500m,w,FinalB,1
