START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
2,9.54,9.54,4,9.92,9.92,1,9.40,9.40,6,10.38,10.38,5,10.09,10.09,3,9.68,9.68,8,10.64,,7,10.50,10.50,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
2,13.33,22.87,4,13.22,23.14,1,13.32,22.72,6,13.16,23.54,5,13.23,23.32,3,13.34,23.02,8,13.13,,7,13.20,23.70,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
3,13.06,35.93,1,12.58,35.72,2,13.09,35.81,7,12.87,36.41,5,12.87,36.19,4,13.03,36.05,6,12.48,,8,12.84,36.54,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
3,11.80,47.73,2,11.93,47.65,4,12.11,47.92,7,11.86,48.27,6,11.96,48.15,5,11.98,48.03,1,11.07,,8,11.87,48.41,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
3,10.55,58.28,1,10.49,58.14,4,10.67,58.59,6,10.58,58.85,7,10.79,58.94,5,10.70,58.73,2,10.87,,8,10.66,59.07,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
4,10.77,1:09.05,1,10.70,1:08.84,5,10.62,1:09.21,2,10.04,1:08.89,6,10.30,1:09.24,7,10.57,1:09.30,3,10.76,,8,10.30,1:09.37,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
5,10.20,1:19.25,2,10.09,1:18.93,7,10.24,1:19.45,1,10.01,1:18.90,4,9.93,1:19.17,8,10.23,1:19.53,3,10.09,,5,9.88,1:19.25,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
6,9.83,1:29.08,1,9.56,1:28.49,7,9.72,1:29.17,2,9.73,1:28.63,4,9.65,1:28.82,8,9.73,1:29.26,3,9.68,,5,9.72,1:28.97,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
6,9.27,1:38.35,3,9.52,1:38.01,7,9.26,1:38.43,1,9.30,1:37.93,4,9.23,1:38.05,8,9.27,1:38.53,2,9.26,,5,9.27,1:38.24,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
5,9.25,1:47.60,3,9.41,1:47.42,6,9.22,1:47.65,1,9.31,1:47.24,4,9.45,1:47.50,8,9.28,1:47.81,2,9.35,,7,9.47,1:47.71,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
5,9.03,1:56.63,3,8.91,1:56.33,5,8.98,1:56.63,1,8.81,1:56.05,4,8.94,1:56.44,7,8.96,1:56.77,2,8.87,,8,9.18,1:56.89,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
6,8.73,2:05.36,3,8.68,2:05.01,5,8.56,2:05.19,1,8.76,2:04.81,4,8.65,2:05.09,7,8.70,2:05.47,2,8.72,,8,8.72,2:05.61,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
7,8.84,2:14.20,3,8.80,2:13.81,4,8.71,2:13.90,1,8.82,2:13.63,5,8.82,2:13.91,6,8.59,2:14.06,2,8.84,,8,8.68,2:14.29,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
5,9.13,2:23.337,3,9.05,2:22.868,1,8.73,2:22.630,2,9.02,2:22.655,4,9.31,2:23.222,7,9.62,2:23.683,,,,6,9.15,2:23.448,2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Semifinals,2
