START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
4,10.52,10.52,6,10.89,10.89,7,11.05,11.05,5,10.69,10.69,2,10.38,10.38,1,10.23,,3,10.44,10.44,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
4,13.20,23.72,7,13.14,24.03,6,12.83,23.88,5,13.17,23.86,3,13.22,23.60,2,13.22,,1,12.83,23.27,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
4,12.19,35.91,7,12.28,36.31,5,12.15,36.03,6,12.30,36.16,3,12.19,35.79,2,12.14,,1,12.16,35.43,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
5,11.40,47.31,7,11.27,47.58,6,11.42,47.45,4,11.10,47.26,3,11.40,47.19,2,11.53,,1,11.53,46.96,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
5,9.70,57.01,7,9.66,57.24,6,9.67,57.12,2,9.48,56.74,4,9.74,56.93,1,9.57,,3,9.83,56.79,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
2,9.58,1:06.59,7,9.82,1:07.06,6,9.86,1:06.98,4,10.10,1:06.84,5,9.92,1:06.85,1,9.89,,3,9.91,1:06.70,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
1,9.53,1:16.12,7,9.61,1:16.67,5,9.52,1:16.50,4,9.54,1:16.38,5,9.65,1:16.50,2,9.63,,3,9.58,1:16.28,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
2,9.83,1:25.95,7,9.68,1:26.35,4,9.66,1:26.16,1,9.49,1:25.87,6,9.74,1:26.24,5,9.97,,3,9.77,1:26.05,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
1,9.18,1:35.13,6,9.60,1:35.95,4,9.30,1:35.46,2,9.35,1:35.22,5,9.59,1:35.83,7,36.57,,3,9.26,1:35.31,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
1,9.34,1:44.47,6,9.12,1:45.07,4,9.23,1:44.69,3,9.46,1:44.68,5,9.05,1:44.88,7,29.38,,2,9.27,1:44.58,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
1,9.23,1:53.70,6,8.99,1:54.06,2,9.03,1:53.72,3,9.10,1:53.78,5,9.07,1:53.95,,,,4,9.21,1:53.79,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
2,8.83,2:02.53,6,9.13,2:03.19,1,8.62,2:02.34,3,9.06,2:02.84,5,9.10,2:03.05,,,,4,9.14,2:02.93,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
2,8.74,2:11.27,6,9.14,2:12.33,1,8.84,2:11.18,3,8.89,2:11.73,5,9.17,2:12.22,,,,4,9.01,2:11.94,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
2,9.04,2:20.31,5,9.20,2:21.534,1,9.00,2:20.18,3,9.14,2:20.877,6,9.82,2:22.045,,,,4,9.46,2:21.407,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),1500m(2),m,Rep.Semifinals,1
