START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
4,8.88,8.88,7,9.19,9.19,1,8.58,,5,9.02,9.02,3,8.72,8.72,2,8.69,,6,9.17,9.17,8,9.33,9.33,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
4,11.23,20.11,8,11.11,20.30,1,11.18,,6,11.21,20.23,3,11.24,19.96,2,11.13,,4,10.94,20.11,7,10.93,20.26,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
4,9.96,30.07,8,10.20,30.50,3,10.20,,7,10.15,30.38,6,10.30,30.26,5,10.35,,2,9.77,29.88,1,9.51,29.77,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
3,9.75,39.82,8,9.80,40.30,4,9.92,,7,9.83,40.21,6,9.82,40.08,5,9.83,,2,9.90,39.78,1,9.91,39.68,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
4,10.10,49.92,8,9.85,50.15,3,10.01,,5,9.83,50.04,6,10.01,50.09,7,10.12,,1,9.88,49.66,2,10.04,49.72,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
4,9.27,59.19,5,9.08,59.23,1,9.08,,2,9.01,59.05,7,9.24,59.33,8,9.37,,3,9.44,59.10,5,9.51,59.23,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
4,8.96,1:08.15,5,9.02,1:08.25,3,8.99,,1,8.83,1:07.88,6,9.03,1:08.36,8,9.00,,2,8.83,1:07.93,7,9.24,1:08.47,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
4,9.29,1:17.44,6,9.35,1:17.60,3,9.38,,2,9.38,1:17.26,5,9.17,1:17.53,6,9.11,,1,9.23,1:17.16,8,9.32,1:17.79,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
4,9.16,1:26.60,7,9.19,1:26.79,2,9.17,,1,9.11,1:26.37,4,9.07,1:26.60,3,8.96,,6,9.57,1:26.73,8,9.22,1:27.01,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
3,9.22,1:35.82,4,9.14,1:35.93,4,9.42,,1,9.24,1:35.61,2,9.09,1:35.69,8,27.36,,7,10.71,1:37.44,6,9.07,1:36.08,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
1,8.81,1:44.63,4,9.06,1:44.99,6,9.57,,2,9.16,1:44.77,3,9.22,1:44.91,8,30.40,,7,9.98,1:47.42,5,9.08,1:45.16,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
1,8.98,1:53.61,4,8.97,1:53.96,6,9.93,,2,8.91,1:53.68,3,8.96,1:53.87,8,15.45,,7,10.33,1:57.75,5,8.83,1:53.99,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
1,8.86,2:02.47,5,9.03,2:02.99,6,10.73,,2,8.88,2:02.56,3,8.88,2:02.75,8,14.51,,7,10.71,2:08.46,4,8.89,2:02.88,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
1,8.91,2:11.38,5,8.97,2:11.967,6,11.76,,2,8.90,2:11.46,3,9.03,2:11.78,8,15.38,,6,10.85,2:19.310,4,8.94,2:11.82,2017-2018,Olympic Winter Games 2018,"1,500m",m,Semifinals,3
