START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
2,8.95,8.95,1,8.79,8.79,3,9.04,9.04,4,9.34,9.34,5,9.42,9.42,6,9.44,9.44,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
3,13.30,22.25,2,13.32,22.11,4,13.30,22.34,6,13.27,22.61,1,12.66,22.08,5,13.09,22.53,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
4,12.55,34.80,3,12.53,34.64,5,12.48,34.82,6,12.51,35.12,2,12.51,34.59,1,11.99,34.52,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
4,11.66,46.46,2,11.60,46.24,5,11.69,46.51,6,11.59,46.71,3,11.79,46.38,1,11.50,46.02,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
6,11.59,58.05,2,11.49,57.73,5,11.50,58.01,3,11.12,57.83,4,11.61,57.99,1,11.69,57.71,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
6,10.79,1:08.84,2,10.74,1:08.47,5,10.75,1:08.76,1,10.61,1:08.44,4,10.73,1:08.72,3,11.01,1:08.72,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
5,11.14,1:19.98,3,11.43,1:19.90,2,11.11,1:19.87,1,11.42,1:19.86,4,11.21,1:19.93,6,11.32,1:20.04,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
1,9.97,1:29.95,3,10.40,1:30.30,2,10.27,1:30.14,4,10.55,1:30.41,6,11.21,1:31.14,5,10.45,1:30.49,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
1,9.84,1:39.79,3,9.76,1:40.06,2,9.84,1:39.98,6,9.90,1:40.31,4,9.08,1:40.22,5,9.79,1:40.28,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
1,10.56,1:50.35,2,10.63,1:50.69,3,10.72,1:50.70,5,10.75,1:51.06,4,10.62,1:50.84,6,10.80,1:51.08,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
1,10.00,2:00.35,3,9.96,2:00.65,2,9.89,2:00.59,,,,4,9.98,2:00.82,5,10.07,2:01.15,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
1,9.56,2:09.91,3,9.62,2:10.27,2,9.56,2:10.15,6,,2:11.05,4,9.75,2:10.57,5,9.86,2:11.01,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
1,9.56,2:19.47,3,9.69,2:19.96,2,9.65,2:19.80,6,10.37,2:21.42,4,9.80,2:20.37,5,9.80,2:20.81,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
1,9.89,2:29.352,3,10.13,2:30.086,2,9.90,2:29.693,6,11.39,2:32.807,4,10.28,2:30.643,5,10.22,2:31.024,2009-2010,"ISU World Cup 2009/2010, CAN, Montreal",1500m,w,Quarterfinals,4
