START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
2,8.59,8.59,1,8.46,8.46,3,8.71,8.71,5,8.81,8.81,7,8.94,8.94,4,8.80,8.80,6,8.94,8.94,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
3,12.11,20.70,2,12.15,20.61,4,12.10,20.81,7,12.20,21.01,6,11.98,20.92,5,12.11,20.91,1,11.59,20.53,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
4,10.67,31.37,3,10.65,31.26,5,10.73,31.54,7,10.81,31.82,1,9.90,30.82,6,10.81,31.72,2,10.58,31.11,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
4,10.32,41.69,3,10.34,41.60,5,10.29,41.83,7,10.19,42.01,1,10.50,41.32,6,10.21,41.93,2,10.37,41.48,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
4,10.72,52.41,3,10.71,52.31,5,10.62,52.45,6,10.53,52.54,1,10.82,52.14,7,10.63,52.56,2,10.73,52.21,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
4,10.25,1:02.66,2,10.30,1:02.61,5,10.35,1:02.80,6,10.35,1:02.89,3,10.52,1:02.66,7,10.44,1:03.00,1,10.32,1:02.53,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
1,9.93,1:12.59,3,10.12,1:12.73,6,10.11,1:12.91,4,9.89,1:12.78,5,10.15,1:12.81,7,10.04,1:13.04,2,10.12,1:12.65,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
2,9.76,1:22.35,3,9.70,1:22.43,6,9.82,1:22.73,1,9.45,1:22.23,5,9.85,1:22.66,7,9.82,1:22.86,4,9.89,1:22.54,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
2,10.16,1:32.51,4,10.16,1:32.59,3,9.81,1:32.54,1,10.16,1:32.39,6,10.16,1:32.82,7,10.10,1:32.96,5,10.16,1:32.70,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
5,9.96,1:42.47,2,9.57,1:42.16,1,9.48,1:42.02,3,9.96,1:42.35,6,9.92,1:42.74,7,9.81,1:42.77,4,9.71,1:42.41,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
7,10.48,1:52.95,2,9.40,1:51.56,1,9.30,1:51.32,3,9.53,1:51.88,6,9.88,1:52.62,5,9.48,1:52.25,4,9.73,1:52.14,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
7,11.65,2:04.60,2,9.59,2:01.15,1,9.72,2:01.04,3,9.62,2:01.50,6,10.11,2:02.73,5,9.78,2:02.03,4,9.80,2:01.94,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
7,12.24,2:16.84,1,9.80,2:10.95,2,9.98,2:11.02,3,9.69,2:11.19,6,10.42,2:13.15,5,9.99,2:12.02,4,9.94,2:11.88,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
6,12.42,2:29.258,1,10.23,2:21.171,0,,DQ,2,10.07,2:21.252,5,10.67,2:23.818,4,10.30,2:22.317,3,10.27,2:22.146,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,w,Semifinals,2
