START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
5,9.558,9.558,6,9.868,9.868,4,9.474,9.474,2,9.189,9.189,1,9.056,9.056,3,9.263,9.263,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
4,13.284,22.842,5,12.994,22.862,3,13.147,22.620,1,13.306,22.494,,,,2,13.322,22.585,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
4,12.264,35.105,6,12.882,35.744,5,12.632,35.252,3,12.495,34.989,1,,34.891,2,12.376,34.960,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
2,11.734,46.839,5,11.700,47.443,6,12.309,47.561,4,12.043,47.031,1,11.876,46.767,3,11.970,46.930,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
3,11.818,58.656,6,11.714,59.157,4,11.118,58.679,2,11.523,58.554,1,11.641,58.407,5,11.826,58.756,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
4,11.495,1:10.151,6,11.606,1:10.762,5,11.735,1:10.413,2,11.360,1:09.914,1,11.342,1:09.749,3,11.369,1:10.125,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
4,11.572,1:21.722,6,11.236,1:21.998,5,11.543,1:21.956,1,11.433,1:21.346,2,11.662,1:21.410,3,11.478,1:21.602,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
4,11.019,1:32.741,6,10.982,1:32.980,5,10.879,1:32.835,1,10.937,1:32.283,2,11.053,1:32.462,3,10.961,1:32.563,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
4,10.860,1:43.600,5,10.891,1:43.871,6,11.256,1:44.091,3,11.215,1:43.497,1,10.849,1:43.311,2,10.916,1:43.479,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
4,10.577,1:54.176,5,10.790,1:54.660,6,10.835,1:54.926,1,10.200,1:53.697,3,10.586,1:53.897,2,10.383,1:53.861,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
4,10.694,2:04.870,5,10.269,2:04.928,6,11.388,2:06.313,3,10.837,2:04.534,2,10.537,2:04.433,1,9.954,2:03.815,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
5,11.162,2:16.031,4,10.768,2:15.696,6,12.392,2:18.705,2,10.212,2:14.746,3,10.730,2:15.162,1,9.864,2:13.678,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
5,11.468,2:27.499,4,10.506,2:26.201,6,13.009,2:31.714,2,10.968,2:25.714,3,10.887,2:26.049,1,10.604,2:24.282,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
5,12.54,2:40.034,3,10.66,2:36.860,6,13.27,2:44.978,2,11.10,2:36.806,4,11.49,2:37.537,1,11.97,2:36.246,2004-2005,"2005 World Juniors, Serbia and Montenegro",1500M,m,Heats,10
