START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
4,10.51,10.51,7,11.03,11.03,6,10.85,10.85,3,10.48,10.48,2,10.39,10.39,1,10.20,10.20,5,10.70,10.70,8,11.17,11.17,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
4,13.13,23.64,8,12.98,24.01,7,13.09,23.94,5,13.24,23.72,2,13.12,23.51,1,13.21,23.41,6,13.09,23.79,2,12.34,23.51,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
3,11.06,34.70,8,11.33,35.34,7,11.29,35.23,5,11.22,34.94,4,11.24,34.75,2,11.20,34.61,6,11.30,35.09,1,10.99,34.50,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
6,11.27,45.97,8,10.91,46.25,7,10.86,46.09,4,10.95,45.89,3,11.06,45.81,2,11.11,45.72,5,10.86,45.95,1,11.13,45.63,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
6,10.08,56.05,8,10.04,56.29,4,9.82,55.91,5,10.08,55.97,7,10.37,56.18,3,10.18,55.90,2,9.86,55.81,1,10.16,55.79,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
4,9.54,1:05.59,8,9.61,1:05.90,3,9.58,1:05.49,6,9.71,1:05.68,7,9.58,1:05.76,4,9.69,1:05.59,1,9.52,1:05.33,2,9.63,1:05.42,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
3,9.50,1:15.09,8,9.74,1:15.64,4,9.71,1:15.20,5,9.58,1:15.26,7,9.65,1:15.41,6,9.73,1:15.32,2,9.75,1:15.08,1,9.58,1:15.00,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
8,10.16,1:25.25,7,9.55,1:25.19,3,9.63,1:24.83,4,9.62,1:24.88,5,9.51,1:24.92,6,9.76,1:25.08,2,9.62,1:24.70,1,9.60,1:24.60,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
8,9.59,1:34.84,7,9.53,1:34.72,4,9.37,1:34.20,3,9.18,1:34.06,5,9.35,1:34.27,6,9.32,1:34.40,1,9.20,1:33.90,2,9.39,1:33.99,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
8,9.18,1:44.02,7,9.25,1:43.97,4,9.28,1:43.48,3,9.31,1:43.37,5,9.28,1:43.55,6,9.25,1:43.65,1,9.30,1:43.20,2,9.30,1:43.29,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
7,9.08,1:53.10,8,9.75,1:53.72,3,9.09,1:52.57,2,9.07,1:52.44,5,9.13,1:52.68,6,9.18,1:52.83,1,9.16,1:52.36,4,9.29,1:52.58,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
7,9.32,2:02.42,8,10.14,2:03.86,3,9.20,2:01.77,2,9.20,2:01.64,4,9.19,2:01.87,6,9.24,2:02.07,1,9.17,2:01.53,4,9.29,2:01.87,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
7,9.61,2:12.03,8,10.44,2:14.30,3,9.01,2:10.78,1,8.80,2:10.44,4,9.23,2:11.10,6,9.35,2:11.42,2,9.04,2:10.57,5,9.46,2:11.33,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
7,10.18,2:22.21,8,10.77,2:25.07,3,8.83,2:19.61,1,8.93,2:19.37,4,9.34,2:20.44,6,9.65,2:21.07,2,8.92,2:19.49,5,9.58,2:20.91,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,4
