START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
3,12.90,12.90,2,12.76,12.76,1,12.61,12.61,2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,2
3,9.48,22.38,2,9.41,22.17,1,9.33,21.94,2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,2
3,8.96,31.34,2,8.99,31.16,1,9.13,31.07,2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,2
3,9.09,40.43,2,9.08,40.24,1,9.09,40.16,2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,2
3,9.19,49.62,2,9.19,49.43,1,9.16,49.32,2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,2
3,8.99,58.61,2,9.02,58.45,1,9.01,58.33,2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,2
3,9.29,1:07.90,2,9.32,1:07.77,1,9.33,1:07.66,2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,2
3,9.42,1:17.32,2,9.41,1:17.18,1,9.32,1:16.98,2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,2
3,8.94,1:26.26,2,8.82,1:26.00,1,8.92,1:25.90,2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,2
3,8.89,1:35.15,2,9.02,1:35.02,1,9.02,1:34.92,2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,2
