START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
2,11.723,11.723,1,11.678,11.678,3,12.484,12.484,4,12.694,12.694,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,9.198,20.922,1,9.101,20.779,4,9.161,21.645,3,8.915,21.608,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,9.137,30.058,1,9.125,29.904,3,9.528,31.173,4,10.055,31.664,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,9.112,39.170,1,9.026,38.930,3,8.951,40.125,4,8.718,40.382,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,9.106,48.277,1,9.162,48.093,3,9.066,49.191,4,9.398,49.780,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
1,9.208,57.485,2,9.409,57.501,4,9.338,58.529,3,8.606,58.386,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,9.471,1:06.956,1,9.248,1:06.749,3,9.044,1:07.573,4,9.374,1:07.760,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,9.416,1:16.371,1,9.602,1:16.351,3,9.374,1:16.947,4,9.436,1:17.196,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,9.647,1:26.018,1,9.112,1:25.463,3,9.399,1:26.346,4,9.293,1:26.489,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,9.024,1:35.042,1,9.088,1:34.551,3,9.103,1:35.449,4,9.708,1:36.197,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,9.031,1:44.073,1,9.175,1:43.726,4,9.833,1:45.281,3,8.748,1:44.945,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,8.956,1:53.029,1,9.189,1:52.915,3,9.254,1:54.536,4,9.734,1:54.679,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,9.407,2:02.435,1,9.270,2:02.185,3,9.323,2:03.859,4,10.382,2:05.060,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
1,9.234,2:11.670,2,9.676,2:11.861,3,9.555,2:13.414,4,9.221,2:14.282,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,9.667,2:21.337,1,9.248,2:21.109,3,9.907,2:23.321,4,9.396,2:23.678,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,9.704,2:31.041,1,9.234,2:30.343,3,9.539,2:32.859,4,10.191,2:33.869,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
2,9.049,2:40.090,1,9.280,2:39.623,3,9.600,2:42.460,4,9.614,2:43.482,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
1,2.299,2:42.388,2,9.368,2:48.991,3,9.661,2:52.121,4,9.358,2:52.840,2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,m,Quarterfinals,2
