START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,season,competition,event,gender,round,race
1,15.64,15.64,2,15.75,15.75,2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(2),w,FinalB,1
1,11.99,27.63,2,12.03,27.78,2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(2),w,FinalB,1
1,11.57,39.20,2,11.60,39.38,2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(2),w,FinalB,1
1,10.63,49.83,2,10.56,49.94,2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(2),w,FinalB,1
2,10.53,1:00.36,1,10.15,1:00.09,2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(2),w,FinalB,1
2,9.81,1:10.17,1,9.59,1:09.68,2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(2),w,FinalB,1
2,9.20,1:19.37,1,9.45,1:19.13,2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(2),w,FinalB,1
1,9.41,1:28.78,2,18.52,1:37.65,2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(2),w,FinalB,1
1,10.81,1:39.583,2,25.06,2:02.709,2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(2),w,FinalB,1
