START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
3,8.89,8.89,2,8.71,8.71,5,9.19,9.19,1,8.59,8.59,4,9.00,9.00,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
3,11.39,20.28,2,11.41,20.12,4,11.19,20.38,1,11.45,20.04,5,11.40,20.40,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
4,10.91,31.19,3,10.98,31.10,1,10.61,30.99,2,10.99,31.03,5,10.92,31.32,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
4,10.51,41.70,3,10.52,41.62,1,10.43,41.42,2,10.48,41.51,5,10.45,41.77,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
4,11.04,52.74,3,11.03,52.65,1,11.01,52.43,2,11.03,52.54,5,11.09,52.86,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
3,11.27,1:04.01,,,,1,11.34,1:03.77,2,11.31,1:03.85,4,11.27,1:04.13,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
3,10.76,1:14.77,1,,1:14.57,2,10.89,1:14.66,4,10.93,1:14.78,5,10.85,1:14.98,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
3,10.91,1:25.68,1,10.85,1:25.42,2,10.89,1:25.55,4,10.97,1:25.75,5,10.90,1:25.88,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
3,10.75,1:36.43,1,10.83,1:36.25,2,10.80,1:36.35,4,10.87,1:36.62,5,10.86,1:36.74,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
3,10.47,1:46.90,1,10.43,1:46.68,2,10.44,1:46.79,4,10.43,1:47.05,5,10.50,1:47.24,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
3,10.33,1:57.23,1,10.38,1:57.06,2,10.33,1:57.12,4,10.36,1:57.41,5,10.61,1:57.85,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
3,10.48,2:07.71,1,10.58,2:07.64,2,10.57,2:07.69,4,10.73,2:08.14,5,11.46,2:09.31,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
1,10.21,2:17.92,3,10.85,2:18.49,2,10.78,2:18.47,4,11.25,2:19.39,5,12.77,2:22.08,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
1,10.65,2:28.563,3,11.08,2:29.566,2,10.65,2:29.119,4,11.96,2:31.341,5,13.62,2:35.698,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,w,RepHeats,3
