START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
1,7.68,7.68,3,7.95,7.95,4,8.14,8.14,2,7.83,7.83,7,8.36,8.36,5,8.26,8.26,6,8.28,8.28,8,8.86,8.86,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
1,11.15,18.83,3,11.08,19.03,4,11.08,19.22,2,11.11,18.94,7,11.08,19.44,6,11.03,19.29,5,10.98,19.26,8,10.76,19.62,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
1,10.41,29.24,4,10.45,29.48,5,10.35,29.57,2,10.40,29.34,8,10.61,30.05,7,10.60,29.89,6,10.48,29.74,3,9.72,29.34,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
2,9.43,38.67,4,9.39,38.87,5,9.42,38.99,3,9.41,38.75,8,9.36,39.41,7,9.34,39.23,6,9.38,39.12,1,9.26,38.60,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
3,9.69,48.36,4,9.59,48.46,5,9.56,48.55,1,9.46,48.21,8,9.46,48.87,7,9.52,48.75,6,9.53,48.65,2,9.70,48.30,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
3,10.05,58.41,5,10.10,58.56,4,9.93,58.48,1,10.06,58.27,8,10.07,58.94,7,10.04,58.79,6,10.06,58.71,2,10.06,58.36,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
3,10.10,1:08.51,5,10.19,1:08.75,4,10.14,1:08.62,2,10.11,1:08.38,8,10.21,1:09.15,7,10.22,1:09.01,6,10.18,1:08.89,1,10.02,1:08.38,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
3,9.72,1:18.23,5,9.70,1:18.45,4,9.72,1:18.34,2,9.74,1:18.12,8,9.64,1:18.79,7,9.66,1:18.67,6,9.69,1:18.58,1,9.63,1:18.01,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
3,9.49,1:27.72,5,9.47,1:27.92,4,9.48,1:27.82,2,9.50,1:27.62,8,9.45,1:28.24,7,9.46,1:28.13,6,9.46,1:28.04,1,9.49,1:27.50,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
3,9.40,1:37.12,5,9.41,1:37.33,4,9.41,1:37.23,2,9.34,1:36.96,8,9.42,1:37.66,7,9.38,1:37.51,6,9.40,1:37.44,1,9.31,1:36.81,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
4,9.47,1:46.59,6,9.40,1:46.73,3,9.20,1:46.43,2,9.26,1:46.22,8,9.50,1:47.16,7,9.41,1:46.92,5,9.29,1:46.73,1,9.29,1:46.10,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
5,9.87,1:56.46,6,9.74,1:56.47,3,9.27,1:55.70,2,9.33,1:55.55,8,9.58,1:56.74,7,9.67,1:56.59,4,9.35,1:56.08,1,9.31,1:55.41,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
8,10.51,2:06.97,6,9.94,2:06.41,3,9.41,2:05.11,2,9.41,2:04.96,7,10.00,2:06.74,5,9.77,2:06.36,4,9.25,2:05.33,1,9.32,2:04.73,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
8,11.32,2:18.281,6,10.41,2:16.820,4,9.83,2:14.931,3,9.97,2:14.930,7,10.39,2:17.122,5,10.06,2:16.414,2,9.31,2:14.636,1,9.71,2:14.440,2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,m,Semifinals,3
