START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
4,8.66,8.66,2,8.61,8.61,1,8.54,8.54,5,8.77,8.77,6,8.96,8.96,3,8.64,8.64,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
5,11.61,20.27,3,11.39,20.00,2,11.33,19.87,4,11.37,20.14,6,11.42,20.38,1,10.99,19.63,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
5,10.49,30.76,4,10.57,30.57,2,10.58,30.45,3,10.42,30.56,6,10.53,30.91,1,10.73,30.36,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
5,11.01,41.77,4,11.08,41.65,3,11.09,41.54,2,10.94,41.50,6,10.98,41.89,1,11.01,41.37,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
5,10.83,52.60,4,10.88,52.53,3,10.88,52.42,2,10.79,52.29,6,10.81,52.70,1,10.79,52.16,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
6,10.65,1:03.25,4,10.46,1:02.99,1,10.34,1:02.76,3,10.59,1:02.88,5,10.44,1:03.14,2,10.62,1:02.78,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
6,10.07,1:13.32,1,9.77,1:12.76,2,10.15,1:12.91,4,10.26,1:13.14,5,10.10,1:13.24,3,10.18,1:12.96,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
6,9.91,1:23.23,1,10.01,1:22.77,2,9.96,1:22.87,4,9.81,1:22.95,5,9.88,1:23.12,3,9.99,1:22.95,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
6,9.81,1:33.04,2,9.90,1:32.67,1,9.75,1:32.62,4,9.86,1:32.81,5,9.82,1:32.94,3,9.78,1:32.73,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
5,9.64,1:42.68,2,9.61,1:42.28,1,9.56,1:42.18,4,9.85,1:42.66,6,9.89,1:42.83,3,9.63,1:42.36,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
4,9.46,1:52.14,2,9.63,1:51.91,1,9.63,1:51.81,5,9.58,1:52.24,6,9.50,1:52.33,3,9.62,1:51.98,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
4,9.41,2:01.55,2,9.41,2:01.32,1,9.45,2:01.26,5,9.44,2:01.68,6,9.43,2:01.76,3,9.46,2:01.44,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
4,9.25,2:10.80,2,9.09,2:10.41,1,9.07,2:10.33,6,9.47,2:11.15,5,9.15,2:10.91,3,9.09,2:10.53,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
4,9.39,2:20.183,2,9.35,2:19.753,1,9.28,2:19.606,6,9.64,2:20.782,5,9.44,2:20.345,3,9.26,2:19.784,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Heats,6
