START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
2,8.58,8.58,4,8.73,8.73,1,8.45,8.45,5,8.87,8.87,7,9.22,9.22,6,8.96,8.96,3,8.70,8.70,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
2,11.29,19.87,4,11.34,20.07,3,11.48,19.93,5,11.32,20.19,7,11.17,20.39,6,11.37,20.33,1,11.15,19.85,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
1,10.88,30.75,6,11.18,31.25,4,11.06,30.99,5,10.93,31.12,3,10.59,30.98,7,11.03,31.36,2,11.03,30.88,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
2,10.24,40.99,6,10.19,41.44,4,10.26,41.25,5,10.22,41.34,1,9.77,40.75,7,10.20,41.56,3,10.25,41.13,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
2,10.25,51.24,6,10.26,51.70,4,10.23,51.48,5,10.26,51.60,1,10.32,51.07,7,10.25,51.81,3,10.25,51.38,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
2,10.57,1:01.81,6,10.46,1:02.16,5,10.55,1:02.03,4,10.40,1:02.00,1,10.63,1:01.70,7,10.48,1:02.29,3,10.57,1:01.95,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
1,10.20,1:12.01,6,10.36,1:12.52,5,10.31,1:12.34,3,10.11,1:12.11,2,10.39,1:12.09,7,10.42,1:12.71,4,10.37,1:12.32,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
1,9.84,1:21.85,6,9.78,1:22.30,2,9.53,1:21.87,3,9.82,1:21.93,4,9.96,1:22.05,7,9.71,1:22.42,5,9.90,1:22.22,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
3,9.96,1:31.81,5,9.72,1:32.02,1,9.69,1:31.56,2,9.73,1:31.66,4,9.88,1:31.93,7,9.80,1:32.22,6,9.81,1:32.03,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
3,10.14,1:41.95,5,10.35,1:42.37,1,10.24,1:41.80,2,10.15,1:41.81,6,10.49,1:42.42,4,9.94,1:42.16,7,10.49,1:42.52,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
3,10.07,1:52.02,5,10.50,1:52.87,1,10.01,1:51.81,2,10.11,1:51.92,6,10.52,1:52.94,4,10.02,1:52.18,7,11.66,1:54.18,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
3,10.21,2:02.23,6,10.26,2:03.13,1,10.27,2:02.08,2,10.24,2:02.16,5,10.16,2:03.10,4,10.12,2:02.30,7,13.51,2:07.69,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
2,10.08,2:12.31,5,10.76,2:13.89,1,10.10,2:12.18,7,36.71,2:38.87,4,10.09,2:13.19,3,10.33,2:12.63,6,13.79,2:21.48,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
4,11.16,2:23.461,5,11.02,2:24.904,1,10.25,2:22.430,0,,PEN,3,10.11,2:23.294,2,10.32,2:22.942,6,13.46,2:34.935,2011-2012,"2012 ISU World Championships, CHN, Shanghai",1500m,w,Semifinals,1
