START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
1,8.39,8.39,3,8.63,8.63,4,8.66,8.66,2,8.56,8.56,7,8.86,8.86,6,8.70,8.70,5,8.67,8.67,8,9.26,9.26,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
1,11.19,19.58,6,11.65,20.28,3,11.28,19.94,2,11.25,19.81,7,11.44,20.30,5,11.46,20.16,4,11.36,20.03,8,11.25,20.51,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
1,10.89,30.47,6,10.67,30.95,3,10.81,30.75,2,10.85,30.66,7,10.77,31.07,5,10.69,30.85,4,10.80,30.83,8,10.63,31.14,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
1,10.47,40.94,6,10.62,41.57,4,10.62,41.37,2,10.60,41.26,8,10.79,41.86,7,10.84,41.69,5,10.65,41.48,3,10.18,41.32,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
1,9.78,50.72,6,9.75,51.32,4,9.77,51.14,2,9.65,50.91,8,9.71,51.57,7,9.71,51.40,5,9.69,51.17,3,9.71,51.03,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
1,9.90,1:00.62,6,9.79,1:01.11,4,9.71,1:00.85,2,9.85,1:00.76,7,9.69,1:01.26,8,9.95,1:01.35,5,9.85,1:01.02,3,9.80,1:00.83,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
1,10.15,1:10.77,8,10.62,1:11.73,6,10.43,1:11.28,2,10.19,1:10.95,7,10.13,1:11.39,5,9.90,1:11.25,4,10.12,1:11.14,3,10.23,1:11.06,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
1,10.20,1:20.97,8,10.16,1:21.89,6,10.37,1:21.65,2,10.23,1:21.18,7,10.37,1:21.76,5,10.27,1:21.52,4,10.25,1:21.39,3,10.24,1:21.30,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
1,9.90,1:30.87,8,10.04,1:31.93,6,10.04,1:31.69,2,9.94,1:31.12,6,9.93,1:31.69,5,9.93,1:31.45,4,9.88,1:31.27,3,9.83,1:31.13,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
1,9.57,1:40.44,7,9.77,1:41.70,8,10.35,1:42.04,6,10.33,1:41.45,4,9.55,1:41.24,5,9.98,1:41.43,2,9.73,1:41.00,3,9.99,1:41.12,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
1,9.49,1:49.93,7,10.03,1:51.73,8,10.55,1:52.59,6,10.07,1:51.52,4,9.63,1:50.87,5,9.81,1:51.24,2,9.53,1:50.53,3,9.48,1:50.60,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
1,9.80,1:59.73,7,10.58,2:02.31,8,10.80,2:03.39,6,10.34,2:01.86,4,9.87,2:00.74,5,10.13,2:01.37,2,9.76,2:00.29,3,9.72,2:00.32,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
1,9.91,2:09.64,7,11.04,2:13.35,8,11.01,2:14.40,6,10.74,2:12.60,4,10.13,2:10.87,5,10.33,2:11.70,3,9.81,2:10.10,2,9.38,2:09.70,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
2,10.11,2:19.733,8,11.42,2:24.754,9,11.08,2:25.454,5,11.08,2:21.504,4,10.62,2:21.471,6,10.67,2:22.363,3,10.08,2:20.169,1,9.68,2:19.367,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,RankingFinals,1
