START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
6,9.72,9.72,2,9.33,9.33,4,9.42,9.42,1,9.17,9.17,3,9.33,9.33,5,9.58,9.58,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
4,12.56,22.28,3,12.87,22.20,5,12.86,22.28,1,12.77,21.94,2,12.75,22.08,6,12.80,22.38,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
3,11.56,33.84,4,11.89,34.09,5,11.91,34.19,1,11.77,33.71,2,11.75,33.83,6,11.94,34.32,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
3,11.06,44.90,4,10.93,45.02,5,10.90,45.09,1,10.97,44.68,2,10.96,44.79,6,10.88,45.20,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
3,11.38,56.28,4,11.36,56.38,6,11.39,56.48,1,11.36,56.04,2,11.37,56.16,5,11.22,56.42,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
4,10.33,1:06.61,5,10.41,1:06.79,6,10.46,1:06.94,2,10.35,1:06.39,1,10.14,1:06.30,3,10.05,1:06.47,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
4,10.72,1:17.33,5,10.66,1:17.45,6,10.61,1:17.55,2,10.70,1:17.09,3,10.80,1:17.10,1,10.60,1:17.07,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
4,10.39,1:27.72,5,10.38,1:27.83,6,10.38,1:27.93,2,10.42,1:27.51,3,10.52,1:27.62,1,10.35,1:27.42,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
4,10.80,1:38.52,5,10.80,1:38.63,6,10.80,1:38.73,2,10.78,1:38.29,3,10.78,1:38.40,1,10.77,1:38.19,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
4,10.81,1:49.33,5,10.82,1:49.45,6,10.90,1:49.63,2,10.82,1:49.11,3,10.83,1:49.23,1,10.86,1:49.05,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
5,10.18,1:59.51,3,9.89,1:59.34,6,10.30,1:59.93,1,10.00,1:59.11,4,10.11,1:59.34,2,10.20,1:59.25,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
5,10.28,2:09.79,2,9.77,2:09.11,6,10.81,2:10.74,1,9.96,2:09.07,4,10.13,2:09.47,3,10.22,2:09.47,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
5,10.22,2:20.01,1,9.81,2:18.92,6,11.16,2:21.90,2,9.89,2:18.96,3,9.86,2:19.33,4,10.20,2:19.67,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
5,10.69,2:30.700,1,10.28,2:29.195,6,12.05,2:33.945,2,10.32,2:29.279,3,10.39,2:29.712,4,10.69,2:30.360,2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,w,Heats,2
