START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
1,9.50,9.50,2,9.55,9.55,5,10.02,10.02,3,9.72,9.72,4,9.87,9.87,7,10.29,10.29,6,10.15,,8,10.52,10.52,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
3,12.75,22.25,2,12.65,22.20,6,12.44,22.46,1,12.41,22.13,4,12.46,22.33,7,12.32,22.61,5,12.23,,8,12.25,22.77,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
3,11.32,33.57,7,11.54,33.74,4,11.12,33.58,2,11.38,33.51,6,11.32,33.65,5,11.03,33.64,1,11.02,,8,11.18,33.95,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
5,10.25,43.82,6,10.11,43.85,3,9.99,43.57,4,10.21,43.72,7,10.25,43.90,1,9.86,43.50,2,10.16,,8,10.13,44.08,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
5,10.16,53.98,3,10.01,53.86,1,10.18,53.75,7,10.40,54.12,6,10.14,54.04,2,10.33,53.83,4,10.33,,8,10.16,54.24,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
5,10.31,1:04.29,1,10.11,1:03.97,3,10.34,1:04.09,7,10.33,1:04.45,6,10.34,1:04.38,2,10.21,1:04.04,4,10.29,,8,10.43,1:04.67,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
4,10.06,1:14.35,5,10.42,1:14.39,1,9.96,1:14.05,2,9.61,1:14.06,6,10.07,1:14.45,3,10.07,1:14.11,8,20.39,,7,9.95,1:14.62,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
4,9.54,1:23.89,5,9.62,1:24.01,2,9.63,1:23.68,1,9.50,1:23.56,6,9.64,1:24.09,3,9.67,1:23.78,8,21.26,,7,9.67,1:24.29,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
4,9.78,1:33.67,5,9.73,1:33.74,1,9.74,1:33.42,2,9.88,1:33.44,6,9.71,1:33.80,3,9.80,1:33.58,8,12.49,,7,9.72,1:34.01,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
3,9.55,1:43.22,5,9.64,1:43.38,1,9.63,1:43.05,3,9.78,1:43.22,6,9.68,1:43.48,2,9.53,1:43.11,8,10.43,,7,9.67,1:43.68,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
3,9.51,1:52.73,6,9.64,1:53.02,1,9.48,1:52.53,4,9.67,1:52.89,5,9.49,1:52.97,2,9.51,1:52.62,8,9.69,,7,9.76,1:53.44,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
3,9.05,2:01.78,6,9.19,2:02.21,1,8.95,2:01.48,4,9.08,2:01.97,5,9.15,2:02.12,2,8.99,2:01.61,8,9.97,,7,9.79,2:03.23,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
3,8.97,2:10.75,4,8.89,2:11.10,1,8.73,2:10.21,6,9.47,2:11.44,5,9.19,2:11.31,2,8.68,2:10.29,8,11.11,,7,9.91,2:13.14,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
3,9.34,2:20.09,4,9.32,2:20.42,1,8.94,2:19.15,7,,2:23.279,5,9.62,2:20.912,2,8.98,2:19.27,,,,6,,2:23.275,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,m,Semifinals,2
