START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
1,10.47,10.47,3,10.80,10.80,2,10.64,10.64,5,11.16,11.16,4,10.84,10.84,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
1,15.26,25.73,3,15.26,26.06,2,15.24,25.88,5,14.99,26.15,4,15.30,26.14,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
3,14.02,39.75,4,13.73,39.79,2,13.73,39.61,1,13.06,39.21,5,13.81,39.95,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
4,12.59,52.34,3,12.46,52.25,2,12.62,52.23,1,12.90,52.11,5,12.55,52.50,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
5,12.06,1:04.40,1,11.67,1:03.92,3,11.93,1:04.16,2,11.94,1:04.05,4,11.84,1:04.34,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
5,11.00,1:15.40,2,11.02,1:14.94,3,10.98,1:15.14,4,11.19,1:15.24,1,10.46,1:14.80,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
5,10.67,1:26.07,2,10.83,1:25.77,4,10.73,1:25.87,3,10.62,1:25.86,1,10.81,1:25.61,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
5,10.59,1:36.66,2,10.60,1:36.37,4,10.72,1:36.59,3,10.70,1:36.56,1,10.61,1:36.22,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
2,9.72,1:46.38,1,9.86,1:46.23,5,10.11,1:46.70,4,9.97,1:46.53,3,10.21,1:46.43,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
2,10.02,1:56.40,1,10.04,1:56.27,4,9.81,1:56.51,5,10.04,1:56.57,3,10.03,1:56.46,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
3,9.64,2:06.04,2,9.65,2:05.92,5,9.72,2:06.23,4,9.60,2:06.17,1,9.23,2:05.69,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
3,9.42,2:15.46,2,9.53,2:15.45,5,9.63,2:15.86,4,9.49,2:15.66,1,9.59,2:15.28,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
2,9.58,2:25.04,3,9.73,2:25.18,5,9.70,2:25.56,4,9.67,2:25.33,1,9.66,2:24.94,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
1,9.62,2:34.660,3,9.73,2:34.906,5,10.28,2:35.832,4,9.79,2:35.118,2,9.74,2:34.673,2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1500m,m,RepHeats,6
