race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,1,,126,HANTianyu,8388,CHN,42.302,Q,
0,2,3,,148,ShaolinSandorLIU,7928,HUN,43.528,Q,
0,3,2,,121,YoanGAUTHIER,8383,CAN,44.261,,
0,4,4,,96,John-HenryKRUEGER,7763,USA,48.381,,
1,2,1,,155,DOTTITommaso,7604,ITA,42.518,Q,
1,3,3,,111,MathiasVOSTE,7888,BEL,42.765,,
1,4,4,,146,CsabaBURJAN,7738,HUN,43.162,,
2,1,1,,165,KIMByungjoon,8487,KOR,42.723,Q,
2,2,4,,124,CHENDequan,7918,CHN,42.821,Q,
2,3,2,,182,WILCZYKSzymon,8472,POL,42.999,,
2,4,3,,120,AlexanderFATHOULLIN,8546,CAN,1:05.277,,
3,1,1,,166,LEEHyoBeen,7941,KOR,43.054,Q,
3,2,3,,191,EduardSTRELKOV,8408,RUS,43.214,Q,
3,3,4,,157,KeiSAITO,8068,JPN,43.278,,
3,4,2,,125,CHENGuang,8387,CHN,43.906,,
