season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,1,1,3,,414,RUSSIA,7307,RUS,6:44.737,Q
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,1,2,1,,405,GERMANY,7302,GER,6:44.959,Q
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,1,3,4,,406,GREATBRITAIN,7320,GBR,6:45.205,
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,1,4,2,,415,UKRAINE,7308,UKR,6:57.096,
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,2,1,1,,412,NETHERLANDS,7321,NED,6:48.353,Q
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,2,2,3,,416,UNITEDSTATES,7306,USA,6:48.463,Q
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,2,3,2,,408,ITALY,7301,ITA,6:49.320,
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,2,4,4,,413,POLAND,7326,POL,7:08.692,
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,3,1,1,,403,CHINA,7303,CHN,6:51.992,Q
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,3,2,3,,404,FRANCE,7319,FRA,6:55.930,Q
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,3,3,4,,407,HUNGARY,7324,HUN,6:57.782,
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,3,4,2,,402,CANADA,7309,CAN,6:58.918,
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,4,2,4,,409,JAPAN,7310,JPN,6:56.610,Q
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,4,3,2,,410,KAZAKHSTAN,7356,KAZ,7:00.933,
2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",5000mRelay,m,Heats,4,4,1,,401,BULGARIA,7392,BUL,7:27.360,
