season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,1,2,1,,160,DariuszKULESZA,6817,POL,1:31.126,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,1,3,2,,137,DavideVISCARDI,7440,ITA,1:31.507,q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,1,4,3,,176,OleksiyKOSHELENKO,7121,UKR,1:31.683,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,2,1,3,,144,ArturSULTANGALIYEV,6158,KAZ,1:32.653,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,2,2,1,,132,MatteoCOMPAGNONI,7441,ITA,1:32.700,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,2,3,2,,122,DanielZETZSCHE,7436,GER,1:32.904,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,2,DNS,4,,131,SubodhBalavantPATIL,6241,IND,DNS,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,3,1,1,,165,VladimirGRIGOREV,7826,RUS,1:29.443,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,3,2,3,,145,AydarBEKZHANOV,7623,KAZ,1:29.863,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,3,3,2,,125,HannesKROEGER,7142,GER,1:30.051,q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,3,4,4,,178,ViktorKOROLOV,7177,UKR,1:30.940,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,4,1,1,,124,TorstenKROEGER,7141,GER,1:30.154,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,4,2,4,,115,BLACKBURNMackenzie,7434,TPE,1:30.257,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,4,3,3,,158,JakubJAWORSKI,6816,POL,1:30.292,q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,4,4,2,,146,NurbergenZHUMAGAZIYEV,7349,KAZ,1:30.411,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,5,1,1,,106,FrancoisHAMELIN,6167,CAN,1:31.189,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,5,2,4,,134,DOTTITommaso,7604,ITA,1:31.932,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,5,3,2,,102,TimothyDEWISPELAERE,7590,BEL,1:32.216,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,5,4,3,,101,MatthiasSTELZMUELLER,7181,AUT,1:35.486,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,6,1,1,,173,KyleCARR,6134,USA,1:28.549,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,6,2,2,YC,162,ViacheslavKURGINIAN,6934,RUS,1:28.694,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,6,3,4,,174,IevgenGUTENOV,7178,UKR,1:29.349,q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,RepHeats,6,4,3,,167,MilosVIGAS,6132,SVK,1:29.533,
