race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,1,,,EricBEDARD,6703,CAN,1:36.231,,
0,2,2,,,TakafumiNISHITANI,6323,JPN,1:36.554,,
0,3,3,,,BalazsKNOCH,6341,HUN,1:36.980,,
0,DQ,4,,,STANAWAYMark,6692,NZL,DQ,,
1,1,1,,,MicheleANTONIOLI,6330,ITA,1:34.992,,
1,2,3,,,NickyGOOCH,6640,GBR,1:35.149,,
1,3,2,,,GisleTVERLAND,7063,NOR,1:35.495,,
1,4,4,,,YevgenYAKOVLEV,6751,UKR,1:36.365,,
2,1,2,,,ANYulong,6656,CHN,1:30.806,,
2,2,1,,,LEESeung-Jae,6621,KOR,1:30.881,,
2,3,3,,,NicolaFRANCESCHINA,6331,ITA,1:31.223,,
2,4,4,,,BAEKKuk-Kun,6375,KOR,1:32.773,,
3,1,3,,,Francois-LouisTREMBLAY,6704,CAN,1:36.575,,
3,2,2,,,StevenBRADBURY,6430,AUS,1:36.628,,
3,3,1,,,LIJiajun,7095,CHN,1:36.632,,
3,4,4,,,OlegGLEBOV,6495,RUS,1:36.969,,
4,1,1,,,AndrewQUINN,6757,CAN,1:37.082,,
4,2,3,,,ArianNACHBAR,6637,GER,1:37.148,,
4,3,2,,,DaveVERSTEEG,6540,NED,1:37.621,,
4,4,4,,,VolodymyrCHERNEGA,6041,UKR,1:38.436,,
5,1,1,,,SatoruTERAO,6320,JPN,1:33.055,,
5,2,2,,,ApoloAntonOHNO,6497,USA,1:33.637,,
5,3,4,,,SimonvanVOSSEL,7098,BEL,1:33.751,,
5,4,3,,,DavidCHEVALIER,6744,FRA,1:33.881,,
6,1,2,,,FENGKai,6058,CHN,1:33.770,,
6,2,1,,,KIMDong-Sung,6944,KOR,1:33.812,,
6,3,3,,,PRYCZEKMaciej,7062,POL,1:34.761,,
6,4,4,,,AlexVELZEBOER,6539,NED,1:35.483,,
7,1,1,,,FabioCARTA,6001,ITA,1:31.596,,
7,2,3,,,RustySMITH,6496,USA,1:31.857,,
7,3,2,,,BrunoLOSCOS,6643,FRA,1:31.879,,
7,4,4,,,DenisZASLAVSKY,6335,ISR,1:33.447,,
