season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2008-2009,"2009 ISU World Junior Championships, Canada",3000MRelay,w,Semifinals,1,1,2,,192,KOREA,7314,KOR,4:16.702JWR,Q,
2008-2009,"2009 ISU World Junior Championships, Canada",3000MRelay,w,Semifinals,1,2,1,,187,CHINA,7311,CHN,4:17.259,Q,
2008-2009,"2009 ISU World Junior Championships, Canada",3000MRelay,w,Semifinals,1,3,4,,191,JAPAN,7304,JPN,4:25.880,,
2008-2009,"2009 ISU World Junior Championships, Canada",3000MRelay,w,Semifinals,1,4,3,,188,GERMANY,7313,GER,4:26.005,,
2008-2009,"2009 ISU World Junior Championships, Canada",3000MRelay,w,Semifinals,2,1,2,,186,CANADA,7312,CAN,4:16.781,Q,
2008-2009,"2009 ISU World Junior Championships, Canada",3000MRelay,w,Semifinals,2,2,1,,190,ITALY,7317,ITA,4:16.906,Q,
2008-2009,"2009 ISU World Junior Championships, Canada",3000MRelay,w,Semifinals,2,3,3,,195,UNITEDSTATES,7316,USA,4:17.299,,
2008-2009,"2009 ISU World Junior Championships, Canada",3000MRelay,w,Semifinals,2,4,4,,193,POLAND,7332,POL,4:32.578,,
