season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,m,Semifinals,1,1,1,,181,CHINA,7303,CHN,4:03.816,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,m,Semifinals,1,2,2,,184,HUNGARY,7324,HUN,4:07.104,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,m,Semifinals,1,3,4,,189,NETHERLANDS,7321,NED,4:17.813,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,m,Semifinals,1,4,3,,190,RUSSIA,7307,RUS,4:24.753,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,m,Semifinals,2,1,1,,188,KOREA,7300,KOR,4:04.194,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,m,Semifinals,2,2,2,,192,UNITEDSTATES,7306,USA,4:07.428,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,m,Semifinals,2,3,3,,186,JAPAN,7310,JPN,4:08.881,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,m,Semifinals,2,PEN,4,,182,GERMANY,7302,GER,PEN,,
