race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,,TakafumiNISHITANI,6323,JPN,43.239,
0,2,1,,,FabioCARTA,6001,ITA,43.315,
0,3,4,,,AndrewQUINN,6757,CAN,43.380,
0,4,3,,,MarkJACKSON,6941,NZL,44.657,
1,2,3,,,EricBEDARD,6703,CAN,43.207,
1,3,2,,,BrunoLOSCOS,6643,FRA,43.243,
1,4,4,,,ZsoltLAJOS,6493,HUN,44.254,
2,1,1,,,ApoloAntonOHNO,6497,USA,43.643,
2,2,2,,,MINRyoung,6619,KOR,43.941,
2,3,3,,,AndrewMcNEE,6431,AUS,44.741,
3,1,3,,,RustySMITH,6496,USA,43.395,
3,2,1,,,FENGKai,6058,CHN,43.534,
3,3,2,,,TakehiroKODERA,6324,JPN,43.711,
3,4,4,,,DaneFRANCIS,6429,AUS,46.279,
4,1,1,,,KIMDong-Sung,6944,KOR,43.200,
4,2,2,,,NicolaRODIGARI,6332,ITA,43.248,
4,3,3,,,KornelSZANTO,6338,HUN,43.459,
5,1,1,,,Francois-LouisTREMBLAY,6704,CAN,43.051,
5,2,2,,,ANYulong,6656,CHN,43.238,
5,3,4,,,MicheleANTONIOLI,6330,ITA,43.285,
5,4,3,,,BalazsKNOCH,6341,HUN,47.472,
6,1,1,,,LIJiajun,7095,CHN,43.905,
6,2,2,,,LEESeung-Jae,6621,KOR,43.966,
6,3,3,,,TomO'HARE,6500,USA,44.082,
6,4,4,,,MarkMcNEE,6432,AUS,45.599,
