race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,,CeesJUFFERMANS,6072,NED,2:22.760,
0,2,1,,,ANYulong,6656,CHN,2:22.813,
0,3,6,,,WardJANSSENS,6426,BEL,2:23.982,
0,4,4,,,ChristianLUKAS,6631,AUT,2:25.077,
0,5,3,,,MarkJACKSON,6941,NZL,2:26.360,
0,DQ,5,,,AndreHARTWIG,6635,GER,DQ,
1,1,1,,,SimonvanVOSSEL,7098,BEL,2:28.261,
1,2,3,,,MartinJOHANSSON,6509,SWE,2:28.456,
1,3,4,,,MatthewJASPER,7093,GBR,2:28.630,
1,4,5,,,MiroslavBOIADJIEV,6777,BUL,2:28.790,
1,5,6,,,JeroenHUISKAMP,6542,NED,2:30.650,
1,DQ,2,,,DenisZASLAVSKY,6335,ISR,DQ,
2,2,5,,,Jean-FrancoisMONETTE,7096,CAN,2:26.283,
2,3,4,,,AlexVELZEBOER,6539,NED,2:27.012,
2,4,2,,,KornelSZANTO,6338,HUN,2:27.022,
2,5,3,,,LeonFLACK,6641,GBR,2:29.328,
3,1,1,,,FENGKai,6058,CHN,2:24.901,
3,2,6,,,SteveROBILLARD,6494,CAN,2:24.993,
3,3,3,,,PieterGYSEL,6425,BEL,2:25.432,
3,4,5,,,LucBRIGATTI,6645,FRA,2:26.907,
3,5,4,,,GisleTVERLAND,7063,NOR,2:26.933,
3,6,2,,,SebastianPRAUS,6364,GER,2:27.021,
4,1,1,,,LIJiajun,7095,CHN,2:28.461,
4,2,4,,,MaurizioCARNINO,6333,ITA,2:28.727,
4,3,5,,,ArianNACHBAR,6637,GER,2:29.824,
4,4,2,,,SEOHo-Jin,6547,KOR,2:31.354,
4,5,3,,,KirilPANDOV,6779,BUL,2:31.769,
5,1,3,,,NickyGOOCH,6640,GBR,2:28.889,
5,2,2,,,LEESeung-Jae,6621,KOR,2:28.931,
5,3,1,,,NicolaFRANCESCHINA,6331,ITA,2:28.935,
5,4,5,,,YevgenYAKOVLEV,6751,UKR,2:29.637,
5,5,6,,,BalazsKOVER,6758,HUN,2:31.588,
5,6,4,,,JulianANGELOV,6776,BUL,2:33.295,
6,1,3,,,MathieuTURCOTTE,6705,CAN,2:29.242,
6,2,1,,,FabioCARTA,6001,ITA,2:29.721,
6,3,5,,,JarmilHRUZA,6503,CZE,2:30.526,
6,4,6,,,JonathanCLEINE,6534,NZL,2:30.532,
6,5,2,,,BalazsKNOCH,6341,HUN,2:31.905,
6,6,4,,,VolodymyrCHERNEGA,6041,UKR,2:34.218,
