season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,1,1,1,,59,SCHULTINGSuzanne,8493,NED,2:33.629,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,1,2,4,,51,LEESuyoun,8763,KOR,2:33.734,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,1,3,5,,44,KAMINAGAShione,8743,JPN,2:34.958,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,1,4,6,,24,SEJPALOVA-HRUZOVAMichaela,8553,CZE,2:35.677,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,1,5,3,,30,SelmaPOUTSMA,9004,FRA,2:50.729,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,1,6,2,,12,BLAISDanae,9090,CAN,notime,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,2,2,6,,65,JuliaALBERT,9127,ROU,2:34.242,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,2,3,2,,32,JACOBSGina,8607,GER,2:35.595,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,2,4,4,,29,MONVOISINAurelie,8556,FRA,2:42.085,ADV,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,2,5,3,,35,BACSKAISaraLuca,8609,HUN,notime,ADV,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,2,PEN,1,,52,LEEYuBin,9112,KOR,PEN,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,2,PEN,5,,68,AnastasiaSURKOVA,9131,RUS,PEN,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,3,1,3,,53,PARKJunghyun,9113,KOR,2:30.111,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,3,2,1,,18,ZANGYize,8725,CHN,2:30.221,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,3,3,4,,2,DESMETHanne,8699,BEL,2:30.577,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,3,4,7,,57,TinekedenDULK,9121,NED,2:30.668,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,3,5,5,,13,CHARLESAlyson,8722,CAN,2:30.763,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,3,6,6,,70,AlicaPORUBSKA,8514,SVK,2:30.873,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,3,7,2,,79,GabriellaHACHEM,9142,USA,2:35.984,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,4,1,2,,15,LIJinyu,9094,CHN,2:22.921,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,4,2,5,,33,AnnaSEIDEL,8562,GER,2:23.503,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,4,3,1,,45,WATANABEAoi,8744,JPN,2:23.577,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,4,4,3,,22,MiladaDOSLA,8729,CZE,2:27.949,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,4,5,4,,10,MANOILOVAKatrin,8539,BUL,notime,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Quarterfinals,4,5,6,,64,MagdalenaWARAKOMSKA,8502,POL,notime,,
