race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,2,,98,HannahMORRISON,9195,GBR,1:44.697,,
0,2,1,,45,BURICKatarina,8550,CRO,1:45.288,,
0,3,3,,154,JuliaALBERT,9127,ROU,1:46.446,,
0,PEN,4,,149,RUSNAKOVAPetra,9297,SVK,PEN,,
1,1,1,,92,IZAFATAVAHanna,9068,BLR,1:40.783,,
1,2,3,,112,PENCHEVAZornica,8461,BUL,1:41.318,,
1,3,4,,43,UZAKOVAMariia-Mahdalyna,8759,UKR,1:41.638,,
1,4,5,,90,DOLGOPOLOVAMariya,8096,UKR,1:41.824,,
1,PEN,2,,143,ASCICValentina,8603,CRO,PEN,,
2,1,3,,76,MariyaIZAFATAVA,8651,BLR,1:41.192,,
2,2,5,,33,MANOILOVAKatrin,8539,BUL,1:41.280,,
2,3,4,,102,SamanthaMORRISON,9196,GBR,1:41.489,,
2,4,1,,118,DANNEELAlexandra,9320,BEL,1:41.498,,
2,5,2,,108,RanyaEZZI,6840,SWE,1:42.402,,
