season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Semifinals,1,1,2,,911,CANADA,7309,CAN,6:47.618,QA
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Semifinals,1,2,1,,912,CHINA,7303,CHN,6:48.710,QA
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Semifinals,1,3,3,,915,GREATBRITAIN,7320,GBR,6:50.920,QB
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Semifinals,1,4,4,,920,NETHERLANDS,7321,NED,6:56.186,QB
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Semifinals,2,1,1,,921,KOREA,7300,KOR,6:54.226,QA
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Semifinals,2,3,2,,914,GERMANY,7302,GER,6:57.401,QB
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Semifinals,2,4,4,,918,JAPAN,7310,JPN,7:05.822,QB
