season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,1,1,3,,156,NurbergenZHUMAGAZIYEV,7349,KAZ,42.969,Q
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,1,2,1,,137,BenceBERES,7438,HUN,43.018,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,1,3,2,,182,SerhiyLIFYRENKO,6826,UKR,43.063,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,2,1,2,,124,LEPAPESebastien,7554,FRA,42.117,Q
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,2,2,1,,118,WUDajing,7729,CHN,42.136,q
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,2,3,3,,133,TorstenKROEGER,7141,GER,42.255,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,2,4,4,,177,JuneLiangLIM,8065,SGP,51.870,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,3,1,2,,128,RichardSHOEBRIDGE,7825,GBR,42.763,Q
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,3,2,1,,101,PierreBODA,7588,AUS,42.830,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,3,3,3,,136,DanielZETZSCHE,7436,GER,43.775,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,3,4,4,,176,LucasNG,8067,SGP,46.577,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,4,1,2,,153,AydarBEKZHANOV,7623,KAZ,42.787,Q
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,4,2,1,,174,ViacheslavKURGINIAN,6934,RUS,42.931,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,4,3,3,,102,RonaldCALDECUTT,7589,AUS,44.677,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,4,4,4,,185,OleksandrZHELTONOG,8439,UKR,45.017,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,5,1,3,,168,FreekvanderWART,7269,NED,43.334,Q
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,5,2,1,,155,AzamatSULTANALIYEV,7348,KAZ,44.685,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,5,3,2,,184,MykytaSOKOLOV,8438,UKR,44.892,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,6,1,2,,135,RobertSEIFERT,6176,GER,42.158,Q
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,6,2,1,,138,CsabaBURJAN,7738,HUN,42.481,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,6,3,4,,150,WATANABEKeita,7605,JPN,43.143,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,6,4,3,,105,YauheniRYZHOU,7772,BLR,notime,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,7,1,3,,159,KWAKYoon-Gy,6120,KOR,42.340,Q
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,7,2,1,,122,ThibautFAUCONNET,6785,FRA,42.383,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,7,3,4,,127,JonELEY,6592,GBR,42.472,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",500m,m,RepHeats,7,4,2,,169,BlakeSKJELLERUP,6549,NZL,42.998,
